Participant,Offtask,Ontask,DecreasingNT,DecreasingTT
01_R3262,-0.1781162512,0.1781162512,0.08215730814,-0.02246721804
02_R3678,0.364421344,-0.364421344,-0.1386032728,-0.2131471907
03_R2595,0.06596715648,-0.06596715648,-0.0967058374,0.06895089342
04_R4052,-0.2054427052,0.2054427052,-0.08195060142,0.04200080721
05_R4167,-0.03119468166,0.03119468166,-0.3369389529,0.00892784681
06_R4047,-0.2695158299,0.2695158299,0.03303202155,-0.197252638
07_R3884,0.09261593834,-0.09261593834,-0.1365192257,0.07443283145
08_R3946,0.009012247502,-0.009012247502,-0.1519448158,0.0881948405
09_R4053,0.1910518481,-0.1910518481,-0.2188094236,-0.06691039138
11_R4140,-0.0702959942,0.0702959942,-0.1221490044,-0.05198198537
13_R4302,0.1117425202,-0.1117425202,-0.1216765662,-0.2829890526
14_R4275,0.1206626089,-0.1206626089,-0.2866922319,0.2720060205
16_R4307,0.1763028131,-0.1763028131,-0.2486389191,-0.1814017274
17_R4220,0.02878095305,-0.02878095305,-0.08399483078,0.1330158841
18_R4007,-0.2944961224,0.2944961224,0.004856613435,0.03184293869
20_R3773,0.05583125263,-0.05583125263,-0.07529892239,-0.00666571577
21_R4239,0.1558116672,-0.1558116672,-0.1941922176,-0.358925342
22_R3557,0.1786746169,-0.1786746169,-0.338447369,0.1082374857
23_R3111,0.03816341588,-0.03816341588,0.1418696889,-0.0182091133
24_R4236,0.06252837931,-0.06252837931,-0.08286531699,-0.121780763
25_R4088,0.01960413836,-0.01960413836,-0.2933001936,0.04596243658
26_R4204,0.1264632598,-0.1264632598,-0.1524974157,-0.08205049376
27_R4065,0.01162482656,-0.01162482656,-0.106677128,0.04070097391
28_R4131,0.1000730345,-0.1000730345,0.0183581897,0.1025469814
30_R4222,0.04660892837,-0.04660892837,0.007352546715,0.1665212546
31_R4165,0.0772264194,-0.0772264194,0.1155594543,0.02985286369
32_R4315,0.1754712024,-0.1754712024,0.08704198862,-0.1030806418
33_R3380,-0.2629185763,0.2629185763,-0.5699063583,0.152389555
34_R3385,0.2154205736,-0.2154205736,-0.2098663247,-0.05582364313
35_R4505,0.1714585826,-0.1714585826,0.03140310538,0.05667696384
36_R4482,-0.01073035667,0.01073035667,0.1087799805,0.01806257544
37_R4507,0.05081007352,-0.05081007352,-0.03262344741,-0.02408869605
38_R4508,-0.111190579,0.111190579,-0.06917250956,0.08383962594
39_R4211,0.02049656626,-0.02049656626,-0.03361517239,-0.02502563288
40_R4087,0.3085352706,-0.3085352706,0.09576303004,0.04617795864
41_R4071,0.05379879342,-0.05379879342,0.08172387156,0.03891717479
42_R4085,-0.0493283653,0.0493283653,-0.1201275071,-0.06030298332
43_R4119,0.01634470126,-0.01634470126,0.001574340741,0.05792111406
45_R4662,-0.05656870091,0.05656870091,-0.1381456034,0.05721587068
46_R4530,0.08402565887,-0.08402565887,-0.1527353896,-0.0696619867
47_R4487,0.1705900752,-0.1705900752,-0.1385507414,-0.1309890491
48_R4509,0.0978822016,-0.0978822016,-0.1553016446,0.1119321545
49_R4169,0.2060811853,-0.2060811853,0.06579914557,-0.008235082508
50_R4659,0.3271686896,-0.3271686896,-0.003075649215,-0.04435110471
51_R4500,0.3512148626,-0.3512148626,-0.05761068392,-0.2150904254
52_R4235,0.09283487938,-0.09283487938,0.03211174628,-0.1332887245
53_R4678,0.3629872137,-0.3629872137,-0.09044570713,0.1361872523
54_R4610,0.2301154487,-0.2301154487,-0.0536815893,0.2233111469
55_R4538,-0.04260400084,0.04260400084,0.03171358538,-0.03934988828
56_R4519,0.5005927133,-0.5005927133,0.01986255389,-0.1562365863
57_R4661,0.1663548858,-0.1663548858,-0.2201953525,-0.05725717133
58_R4544,0.04509442638,-0.04509442638,-0.1294173194,0.007164644915
59_R4524,-0.103710916,0.103710916,0.06378682063,0.05448895537
60_R4132,0.0488212994,-0.0488212994,-0.1057815172,-0.05172654234
61_R4447,-0.1823871601,0.1823871601,-0.3078916281,0.1351420849
62_R4268,-0.0673504325,0.0673504325,-0.1066488484,-0.0608611799
63_R4255,-0.2680273143,0.2680273143,0.0480200684,-0.04972505832
64_R4258,-0.1082820832,0.1082820832,-0.007001501171,-0.003220284822
65_R4497,0.2579814181,-0.2579814181,-0.172142803,0.04524890771
