unique_ID,IDNO,RNUM,RUN,stimType,mwType,nBack,keyResp,fixT,stimT,stimPic,Ans,fixStart_offset,stimStart_offset
9999,20,R3773,R3,NT,NT,1,None,1.45,1,Stimuli/nB_N_circle_triangle.png,None,150.838329,153.306904
10000,20,R3773,R3,NT,NT,1,None,1.5,0.8,Stimuli/nB_N_square_triangle.png,None,153.315044,155.641804
10001,20,R3773,R3,NT,NT,1,None,1.65,1,Stimuli/nB_N_circle_triangle.png,None,155.649981,158.318731
10002,20,R3773,R3,TT,TT,1,left,1.4,2.4,Stimuli/nB_T_TRIANGLE.png,right,158.326856,159.744505
10003,20,R3773,R3,NT,NT,1,None,1.7,0.85,Stimuli/nB_N_circle_square.png,None,162.162866,164.731451
10004,20,R3773,R3,NT,NT,1,None,1.7,1.15,Stimuli/nB_N_circle_square.png,None,164.739569,167.608485
10005,20,R3773,R3,TT,TT,1,left,1.35,2.5,Stimuli/nB_T_CIRCLE.png,left,167.61659,168.98425
10006,20,R3773,R3,NT,NT,1,None,1.7,0.9,Stimuli/nB_N_triangle_square.png,None,171.502662,174.129654
10007,20,R3773,R3,NT,NT,1,None,1.35,0.95,Stimuli/nB_N_triangle_circle.png,None,174.137815,176.45628
10021,20,R3773,R3,NT,NT,1,None,1.5,0.85,Stimuli/nB_N_triangle_circle.png,None,242.960568,245.33695
10022,20,R3773,R3,NT,NT,1,None,1.55,0.9,Stimuli/nB_N_circle_square.png,None,245.345537,247.814094
10023,20,R3773,R3,NT,NT,1,None,1.6,1.05,Stimuli/nB_N_triangle_square.png,None,247.822246,250.491004
10024,20,R3773,R3,TT,TT,1,None,1.6,2.3,Stimuli/nB_T_TRIANGLE.png,left,250.499115,252.125187
10025,20,R3773,R3,NT,NT,1,None,1.5,1.1,Stimuli/nB_N_triangle_square.png,None,254.443521,257.062265
10026,20,R3773,R3,NT,NT,1,None,1.7,0.8,Stimuli/nB_N_triangle_square.png,None,257.070375,259.588892
10027,20,R3773,R3,TT,TT,1,None,1.7,2.2,Stimuli/nB_T_SQUARE.png,right,259.597079,261.323307
10028,20,R3773,R3,NT,NT,1,None,1.55,0.95,Stimuli/nB_N_circle_square.png,None,263.541519,266.068454
10117,20,R3773,R4,NT,NT,1,None,1.7,1.05,Stimuli/nB_N_circle_triangle.png,None,0,2.776985
10118,20,R3773,R4,NT,NT,1,None,1.4,1.2,Stimuli/nB_N_square_circle.png,None,2.785534,5.40425799999999
10119,20,R3773,R4,NT,NT,1,None,1.5,0.85,Stimuli/nB_N_circle_triangle.png,None,5.412338,7.780772
10120,20,R3773,R4,TT,TT,1,left,1.7,2.15,Stimuli/nB_T_TRIANGLE.png,right,7.788968,9.506843
10121,20,R3773,R4,NT,NT,1,None,1.45,0.9,Stimuli/nB_N_triangle_circle.png,None,11.675001,14.043429
10122,20,R3773,R4,NT,NT,1,None,1.55,1.1,Stimuli/nB_N_square_triangle.png,None,14.051597,16.720348
10136,20,R3773,R4,NT,NT,1,None,1.55,1.15,Stimuli/nB_N_square_circle.png,None,83.408142,86.134796
10137,20,R3773,R4,NT,NT,1,None,1.65,1.15,Stimuli/nB_N_square_circle.png,None,86.143222,88.970465
10138,20,R3773,R4,TT,TT,1,left,1.65,2.2,Stimuli/nB_T_SQUARE.png,left,88.978647,90.654766
10139,20,R3773,R4,NT,NT,1,None,1.65,1.2,Stimuli/nB_N_circle_square.png,None,92.873031,95.750286
10140,20,R3773,R4,NT,NT,1,None,1.7,0.95,Stimuli/nB_N_triangle_square.png,None,95.75834,98.427023
10141,20,R3773,R4,TT,TT,1,left,1.4,2.45,Stimuli/nB_T_TRIANGLE.png,left,98.435169,99.861188
10142,20,R3773,R4,NT,NT,1,None,1.6,1.1,Stimuli/nB_N_triangle_square.png,None,102.329542,105.05669
10143,20,R3773,R4,NT,NT,1,None,1.7,1.2,Stimuli/nB_N_square_circle.png,None,105.064483,107.983738
10144,20,R3773,R4,NT,NT,1,None,1.5,1,Stimuli/nB_N_triangle_circle.png,None,107.99183,110.510466
10145,20,R3773,R4,TT,TT,1,right,1.6,2.3,Stimuli/nB_T_TRIANGLE.png,left,110.518589,112.144697
10146,20,R3773,R4,NT,NT,1,None,1.65,0.8,Stimuli/nB_N_triangle_circle.png,None,114.462977,116.93148
10147,20,R3773,R4,NT,NT,1,None,1.4,1.2,Stimuli/nB_N_triangle_square.png,None,116.93966,119.558452
10148,20,R3773,R4,NT,NT,1,None,1.7,1.05,Stimuli/nB_N_circle_square.png,None,119.566535,122.343658
10149,20,R3773,R4,NT,NT,1,None,1.7,0.8,Stimuli/nB_N_triangle_circle.png,None,122.351474,124.87033
10163,20,R3773,R4,NT,NT,1,None,1.35,1.1,Stimuli/nB_N_triangle_square.png,None,191.458046,193.93458
10164,20,R3773,R4,NT,NT,1,None,1.5,1.15,Stimuli/nB_N_triangle_square.png,None,193.943087,196.611844
10165,20,R3773,R4,NT,NT,1,None,1.7,1.15,Stimuli/nB_N_circle_triangle.png,None,196.619947,199.488846
10166,20,R3773,R4,TT,TT,1,right,1.3,2.3,Stimuli/nB_T_TRIANGLE.png,right,199.496941,200.814514
10167,20,R3773,R4,NT,NT,1,None,1.45,0.9,Stimuli/nB_N_square_triangle.png,None,203.132823,205.509632
10168,20,R3773,R4,NT,NT,1,None,1.3,0.95,Stimuli/nB_N_square_circle.png,None,205.517747,207.786167
10268,21,R4239,R1,NT,NT,1,None,1.7,1.2,Stimuli/nB_N_circle_triangle.png,None,0,2.927232
10269,21,R4239,R1,NT,NT,1,None,1.4,1.1,Stimuli/nB_N_square_triangle.png,None,2.935711,5.45434100000001
10270,21,R4239,R1,NT,NT,1,None,1.6,1.15,Stimuli/nB_N_circle_triangle.png,None,5.462449,8.231261
10284,21,R4239,R1,NT,NT,1,None,1.5,1,Stimuli/nB_N_square_triangle.png,None,74.852229,77.378763
10285,21,R4239,R1,NT,NT,1,None,1.45,0.9,Stimuli/nB_N_square_circle.png,None,77.387284,79.755785
10286,21,R4239,R1,TT,TT,1,left,1.45,2.2,Stimuli/nB_T_SQUARE.png,left,79.763922,81.231655
10287,21,R4239,R1,NT,NT,1,None,1.6,1.15,Stimuli/nB_N_square_triangle.png,None,83.449863,86.227023
10288,21,R4239,R1,NT,NT,1,None,1.5,1.05,Stimuli/nB_N_square_triangle.png,None,86.235111,88.812091
10289,21,R4239,R1,TT,TT,1,right,1.65,2.45,Stimuli/nB_T_TRIANGLE.png,right,88.820198,90.488008
10290,21,R4239,R1,NT,NT,1,None,1.4,0.85,Stimuli/nB_N_triangle_square.png,None,92.956376,95.224849
10291,21,R4239,R1,NT,NT,1,None,1.35,0.8,Stimuli/nB_N_triangle_square.png,None,95.23301,97.40967
10292,21,R4239,R1,NT,NT,1,None,1.45,1.05,Stimuli/nB_N_square_triangle.png,None,97.417858,99.944871
10306,21,R4239,R1,NT,NT,1,None,1.3,0.9,Stimuli/nB_N_square_triangle.png,None,166.424058,168.650368
10307,21,R4239,R1,NT,NT,1,None,1.6,1.2,Stimuli/nB_N_circle_square.png,None,168.658946,171.477796
10308,21,R4239,R1,TT,TT,1,left,1.5,2.1,Stimuli/nB_T_CIRCLE.png,left,171.485909,173.003628
10309,21,R4239,R1,NT,NT,1,None,1.4,0.9,Stimuli/nB_N_triangle_square.png,None,175.121728,177.440215
10310,21,R4239,R1,NT,NT,1,None,1.4,1.05,Stimuli/nB_N_square_triangle.png,None,177.448354,179.925287
10324,21,R4239,R1,NT,NT,1,None,1.65,1,Stimuli/nB_N_square_circle.png,None,246.24606,248.922713
10325,21,R4239,R1,NT,NT,1,None,1.55,1.05,Stimuli/nB_N_triangle_circle.png,None,248.931239,251.549975
10339,21,R4239,R1,NT,NT,1,None,1.6,1.15,Stimuli/nB_N_triangle_square.png,None,318.03757,320.814296
10482,21,R4239,R2,NT,NT,1,None,1.35,1.15,Stimuli/nB_N_circle_square.png,None,266.626995,269.153503
10483,21,R4239,R2,NT,NT,1,None,1.65,1.2,Stimuli/nB_N_circle_triangle.png,None,269.162067,272.039299
10497,21,R4239,R2,NT,NT,1,None,1.65,1,Stimuli/nB_N_circle_triangle.png,None,338.326677,341.003317
10498,21,R4239,R2,NT,NT,1,None,1.55,1.05,Stimuli/nB_N_circle_triangle.png,None,341.011819,343.630569
10499,21,R4239,R2,TT,TT,1,left,1.4,2.25,Stimuli/nB_T_CIRCLE.png,left,343.638632,345.064635
10500,21,R4239,R2,NT,NT,1,None,1.35,0.95,Stimuli/nB_N_triangle_square.png,None,347.332881,349.651331
10501,21,R4239,R2,NT,NT,1,None,1.4,0.9,Stimuli/nB_N_triangle_circle.png,None,349.659546,351.986317
10515,21,R4239,R2,NT,NT,1,None,1.6,0.9,Stimuli/nB_N_square_circle.png,None,418.615733,421.142188
10516,21,R4239,R2,NT,NT,1,None,1.6,1.15,Stimuli/nB_N_circle_square.png,None,421.150777,423.919508
10517,21,R4239,R2,NT,NT,1,None,1.6,1.15,Stimuli/nB_N_square_triangle.png,None,423.927726,426.696519
10518,21,R4239,R2,NT,NT,1,None,1.65,1,Stimuli/nB_N_triangle_circle.png,None,426.704585,429.373323
10519,21,R4239,R2,TT,TT,1,right,1.7,2.3,Stimuli/nB_T_CIRCLE.png,right,429.381531,431.107719
10520,21,R4239,R2,NT,NT,1,None,1.65,1.05,Stimuli/nB_N_triangle_square.png,None,433.425973,436.153116
10521,21,R4239,R2,NT,NT,1,None,1.4,1.05,Stimuli/nB_N_square_circle.png,None,436.161221,438.638146
10522,21,R4239,R2,TT,TT,1,left,1.55,2.4,Stimuli/nB_T_SQUARE.png,left,438.64627,440.21401
10523,21,R4239,R2,NT,NT,1,None,1.55,0.95,Stimuli/nB_N_circle_triangle.png,None,442.632368,445.150883
10524,21,R4239,R2,NT,NT,1,None,1.55,1.05,Stimuli/nB_N_circle_square.png,None,445.159096,447.777796
10525,21,R4239,R2,TT,TT,1,left,1.55,2.45,Stimuli/nB_T_CIRCLE.png,left,447.785923,449.353685
10526,21,R4239,R2,NT,NT,1,None,1.4,1.1,Stimuli/nB_N_triangle_square.png,None,451.822062,454.340708
10527,21,R4239,R2,NT,NT,1,None,1.7,1,Stimuli/nB_N_square_triangle.png,None,454.34872,457.075967
10528,21,R4239,R2,NT,NT,1,None,1.6,1.15,Stimuli/nB_N_triangle_circle.png,None,457.084069,459.852843
10529,21,R4239,R2,NT,NT,1,None,1.35,1.2,Stimuli/nB_N_circle_square.png,None,459.860959,462.429615
10543,21,R4239,R2,NT,NT,1,None,1.5,1.15,Stimuli/nB_N_circle_triangle.png,None,528.86719,531.543843
10544,21,R4239,R2,NT,NT,1,None,1.7,0.85,Stimuli/nB_N_triangle_square.png,None,531.552354,534.129312
10545,21,R4239,R2,TT,TT,1,left,1.45,2.4,Stimuli/nB_T_TRIANGLE.png,left,534.137468,535.613441
10546,21,R4239,R2,NT,NT,1,None,1.6,1.1,Stimuli/nB_N_triangle_circle.png,None,538.031881,540.759034
10547,21,R4239,R2,NT,NT,1,None,1.45,1,Stimuli/nB_N_square_triangle.png,None,540.767078,543.235633
10631,21,R4239,R3,NT,NT,1,None,1.65,1.15,Stimuli/nB_N_square_triangle.png,None,262.882637,265.709472
10632,21,R4239,R3,NT,NT,1,None,1.65,0.85,Stimuli/nB_N_circle_triangle.png,None,265.71796,268.236461
10633,21,R4239,R3,NT,NT,1,None,1.5,1,Stimuli/nB_N_circle_triangle.png,None,268.244303,270.771634
10647,21,R4239,R3,NT,NT,1,None,1.5,0.9,Stimuli/nB_N_circle_square.png,None,337.450999,339.877394
10648,21,R4239,R3,NT,NT,1,None,1.4,0.9,Stimuli/nB_N_triangle_square.png,None,339.885968,342.212816
10649,21,R4239,R3,NT,NT,1,None,1.4,1.05,Stimuli/nB_N_circle_square.png,None,342.220971,344.69791
10650,21,R4239,R3,NT,NT,1,None,1.6,1,Stimuli/nB_N_square_triangle.png,None,344.706031,347.324705
10651,21,R4239,R3,TT,TT,1,left,1.35,2.1,Stimuli/nB_T_SQUARE.png,left,347.332727,348.700461
10652,21,R4239,R3,NT,NT,1,None,1.35,1.2,Stimuli/nB_N_circle_square.png,None,350.818598,353.386978
10653,21,R4239,R3,NT,NT,1,None,1.55,1.1,Stimuli/nB_N_square_circle.png,None,353.395389,356.064155
10667,21,R4239,R3,NT,NT,1,None,1.45,1.05,Stimuli/nB_N_square_triangle.png,None,422.693496,425.211665
10668,21,R4239,R3,NT,NT,1,None,1.5,1.05,Stimuli/nB_N_square_circle.png,None,425.220188,427.788834
10682,21,R4239,R3,NT,NT,1,None,1.7,1.2,Stimuli/nB_N_square_circle.png,None,494.368135,497.294951
10683,21,R4239,R3,NT,NT,1,None,1.4,1.15,Stimuli/nB_N_triangle_square.png,None,497.303512,499.872102
10684,21,R4239,R3,NT,NT,1,None,1.7,1.15,Stimuli/nB_N_triangle_square.png,None,499.880336,502.757542
10685,21,R4239,R3,NT,NT,1,None,1.3,1.1,Stimuli/nB_N_circle_square.png,None,502.765579,505.183858
10686,21,R4239,R3,TT,TT,1,left,1.45,2.1,Stimuli/nB_T_CIRCLE.png,left,505.192325,506.66834
10687,21,R4239,R3,NT,NT,1,None,1.65,0.85,Stimuli/nB_N_square_triangle.png,None,508.786406,511.313373
10688,21,R4239,R3,NT,NT,1,None,1.6,1,Stimuli/nB_N_triangle_square.png,None,511.321549,513.940255
10689,21,R4239,R3,TT,TT,1,left,1.5,2.1,Stimuli/nB_T_TRIANGLE.png,left,513.948384,515.466108
10690,21,R4239,R3,NT,NT,1,None,1.3,1.15,Stimuli/nB_N_circle_square.png,None,517.584249,520.052861
10691,21,R4239,R3,NT,NT,1,None,1.5,0.85,Stimuli/nB_N_triangle_square.png,None,520.060904,522.429428
10692,21,R4239,R3,TT,TT,1,right,1.5,2.45,Stimuli/nB_T_SQUARE.png,right,522.437613,523.955307
10693,21,R4239,R3,NT,NT,1,None,1.5,0.95,Stimuli/nB_N_square_triangle.png,None,526.423719,528.892225
10694,21,R4239,R3,NT,NT,1,None,1.6,1.1,Stimuli/nB_N_circle_square.png,None,528.900403,531.619242
10695,21,R4239,R3,NT,NT,1,None,1.6,0.85,Stimuli/nB_N_circle_square.png,None,531.62733,534.104239
10696,21,R4239,R3,NT,NT,1,None,1.6,0.9,Stimuli/nB_N_square_triangle.png,None,534.112354,536.630986
10697,21,R4239,R3,TT,TT,1,right,1.4,2.5,Stimuli/nB_T_SQUARE.png,left,536.639126,538.065137
10698,21,R4239,R3,NT,NT,1,None,1.5,1,Stimuli/nB_N_circle_triangle.png,None,540.583522,543.102104
10721,21,R4239,R4,NT,NT,1,None,1.5,1.15,Stimuli/nB_N_circle_triangle.png,None,0,2.67706
10722,21,R4239,R4,NT,NT,1,None,1.45,1.1,Stimuli/nB_N_square_triangle.png,None,2.68549600000001,5.25415700000001
10723,21,R4239,R4,TT,TT,1,left,1.7,2.4,Stimuli/nB_T_SQUARE.png,left,5.262191,6.988513
10724,21,R4239,R4,NT,NT,1,None,1.7,1.05,Stimuli/nB_N_triangle_square.png,None,9.40685500000001,12.175665
10725,21,R4239,R4,NT,NT,1,None,1.45,1,Stimuli/nB_N_square_triangle.png,None,12.183795,14.660696
10739,21,R4239,R4,NT,NT,1,None,1.65,1.1,Stimuli/nB_N_triangle_square.png,None,81.256658,84.033429
10740,21,R4239,R4,NT,NT,1,None,1.55,1.05,Stimuli/nB_N_circle_square.png,None,84.04194,86.660619
10741,21,R4239,R4,NT,NT,1,None,1.55,0.95,Stimuli/nB_N_square_triangle.png,None,86.668372,89.187337
10755,21,R4239,R4,NT,NT,1,None,1.3,1.15,Stimuli/nB_N_triangle_circle.png,None,155.875112,158.351686
10756,21,R4239,R4,NT,NT,1,None,1.7,1.15,Stimuli/nB_N_circle_triangle.png,None,158.360131,161.228955
10770,21,R4239,R4,NT,NT,1,None,1.6,1.1,Stimuli/nB_N_square_triangle.png,None,227.616504,230.343206
10771,21,R4239,R4,NT,NT,1,None,1.5,0.9,Stimuli/nB_N_square_circle.png,None,230.351691,232.770231
10772,21,R4239,R4,NT,NT,1,None,1.5,0.9,Stimuli/nB_N_circle_triangle.png,None,232.778369,235.205286
10773,21,R4239,R4,NT,NT,1,None,1.4,0.95,Stimuli/nB_N_square_circle.png,None,235.21342,237.590241
10774,21,R4239,R4,TT,TT,1,left,1.35,2.5,Stimuli/nB_T_SQUARE.png,left,237.598393,238.974378
10775,21,R4239,R4,NT,NT,1,None,1.6,1.2,Stimuli/nB_N_triangle_circle.png,None,241.49279,244.319996
10776,21,R4239,R4,NT,NT,1,None,1.45,1.2,Stimuli/nB_N_circle_square.png,None,244.328097,247.00519
10777,21,R4239,R4,NT,NT,1,None,1.5,0.85,Stimuli/nB_N_square_circle.png,None,247.013258,249.38998
10778,21,R4239,R4,TT,TT,1,left,1.7,2.5,Stimuli/nB_T_SQUARE.png,left,249.398197,251.124462
10779,21,R4239,R4,NT,NT,1,None,1.4,0.85,Stimuli/nB_N_square_triangle.png,None,253.642914,255.91127
10780,21,R4239,R4,NT,NT,1,None,1.5,0.85,Stimuli/nB_N_triangle_circle.png,None,255.919422,258.287913
10781,21,R4239,R4,TT,TT,1,left,1.4,2.1,Stimuli/nB_T_TRIANGLE.png,left,258.296092,259.722082
10782,21,R4239,R4,NT,NT,1,None,1.4,1.15,Stimuli/nB_N_triangle_square.png,None,261.840249,264.408917
10925,22,R3557,R1,NT,NT,1,None,1.55,1.1,Stimuli/nB_N_circle_square.png,None,209.554058,212.230662
10926,22,R3557,R1,NT,NT,1,None,1.7,0.95,Stimuli/nB_N_triangle_square.png,None,212.23912,214.916267
10927,22,R3557,R1,NT,NT,1,None,1.4,0.9,Stimuli/nB_N_triangle_circle.png,None,214.924412,217.251178
10941,22,R3557,R1,NT,NT,1,None,1.5,0.8,Stimuli/nB_N_circle_square.png,None,283.688756,286.01505
10942,22,R3557,R1,NT,NT,1,None,1.5,1.1,Stimuli/nB_N_triangle_circle.png,None,286.023644,288.642358
10956,22,R3557,R1,NT,NT,1,None,1.65,1.1,Stimuli/nB_N_triangle_circle.png,None,354.979921,357.756647
10957,22,R3557,R1,NT,NT,1,None,1.55,1.1,Stimuli/nB_N_circle_triangle.png,None,357.76516,360.433906
10958,22,R3557,R1,TT,TT,1,right,1.7,2.45,Stimuli/nB_T_CIRCLE.png,left,360.442005,362.16821
10959,22,R3557,R1,NT,NT,1,None,1.55,1.1,Stimuli/nB_N_square_triangle.png,None,364.636622,367.313704
10960,22,R3557,R1,NT,NT,1,None,1.45,0.8,Stimuli/nB_N_triangle_square.png,None,367.321826,369.590139
10961,22,R3557,R1,NT,NT,1,None,1.6,0.8,Stimuli/nB_N_circle_square.png,None,369.598347,372.016841
10962,22,R3557,R1,TT,TT,1,left,1.5,2.35,Stimuli/nB_T_CIRCLE.png,left,372.025031,373.551117
10963,22,R3557,R1,NT,NT,1,None,1.4,1.2,Stimuli/nB_N_square_circle.png,None,375.919395,378.538093
10964,22,R3557,R1,NT,NT,1,None,1.4,1.2,Stimuli/nB_N_square_circle.png,None,378.546246,381.165002
10965,22,R3557,R1,TT,TT,1,left,1.3,2.4,Stimuli/nB_T_SQUARE.png,left,381.173083,382.49065
10966,22,R3557,R1,NT,NT,1,None,1.55,1.2,Stimuli/nB_N_circle_triangle.png,None,384.908991,387.677857
10967,22,R3557,R1,NT,NT,1,None,1.7,1.15,Stimuli/nB_N_triangle_square.png,None,387.685906,390.56318
10981,22,R3557,R1,NT,NT,1,None,1.6,1.1,Stimuli/nB_N_triangle_square.png,None,457.000599,459.727354
10982,22,R3557,R1,NT,NT,1,None,1.35,1.05,Stimuli/nB_N_square_circle.png,None,459.73589,462.154457
10983,22,R3557,R1,NT,NT,1,None,1.3,1.1,Stimuli/nB_N_circle_square.png,None,462.1626,464.581165
10984,22,R3557,R1,TT,TT,1,left,1.5,2.45,Stimuli/nB_T_CIRCLE.png,left,464.589269,466.115315
10985,22,R3557,R1,NT,NT,1,None,1.4,1.1,Stimuli/nB_N_circle_triangle.png,None,468.583703,471.110721
10986,22,R3557,R1,NT,NT,1,None,1.6,1,Stimuli/nB_N_circle_triangle.png,None,471.118813,473.737483
11000,22,R3557,R1,NT,NT,1,None,1.4,1.2,Stimuli/nB_N_triangle_circle.png,None,540.425184,543.051947
11023,22,R3557,R2,NT,NT,1,None,1.55,1.1,Stimuli/nB_N_square_circle.png,None,0,2.677024
11024,22,R3557,R2,NT,NT,1,None,1.7,0.8,Stimuli/nB_N_circle_triangle.png,None,2.68553300000001,5.204041
11025,22,R3557,R2,TT,TT,1,right,1.6,2.4,Stimuli/nB_T_TRIANGLE.png,right,5.212252,6.838371
11026,22,R3557,R2,NT,NT,1,None,1.6,1.05,Stimuli/nB_N_circle_triangle.png,None,9.25676900000001,11.925476
11027,22,R3557,R2,NT,NT,1,None,1.7,1.1,Stimuli/nB_N_square_triangle.png,None,11.933621,14.752457
11028,22,R3557,R2,NT,NT,1,None,1.7,0.9,Stimuli/nB_N_triangle_circle.png,None,14.760543,17.37915
11042,22,R3557,R2,NT,NT,1,None,1.55,1.15,Stimuli/nB_N_square_triangle.png,None,83.917214,86.643578
11043,22,R3557,R2,NT,NT,1,None,1.7,1,Stimuli/nB_N_circle_triangle.png,None,86.652086,89.370856
11044,22,R3557,R2,NT,NT,1,None,1.65,1.1,Stimuli/nB_N_square_triangle.png,None,89.378933,92.156126
11058,22,R3557,R2,NT,NT,1,None,1.45,0.8,Stimuli/nB_N_square_triangle.png,None,158.643683,160.920003
11059,22,R3557,R2,NT,NT,1,None,1.65,0.9,Stimuli/nB_N_triangle_circle.png,None,160.928598,163.505575
11073,22,R3557,R2,NT,NT,1,None,1.3,1.1,Stimuli/nB_N_triangle_circle.png,None,229.943173,232.369606
11074,22,R3557,R2,NT,NT,1,None,1.5,0.9,Stimuli/nB_N_circle_triangle.png,None,232.378181,234.796665
11075,22,R3557,R2,TT,TT,1,left,1.3,2.3,Stimuli/nB_T_CIRCLE.png,left,234.804835,236.122441
11076,22,R3557,R2,NT,NT,1,None,1.4,1,Stimuli/nB_N_triangle_square.png,None,238.440748,240.859303
11077,22,R3557,R2,NT,NT,1,None,1.4,0.9,Stimuli/nB_N_circle_triangle.png,None,240.867423,243.194172
11091,22,R3557,R2,NT,NT,1,None,1.7,1.2,Stimuli/nB_N_circle_square.png,None,309.690132,312.616193
11092,22,R3557,R2,NT,NT,1,None,1.45,0.8,Stimuli/nB_N_square_circle.png,None,312.6255,314.893878
11106,22,R3557,R2,NT,NT,1,None,1.7,1,Stimuli/nB_N_triangle_square.png,None,381.473117,384.199908
11174,22,R3557,R3,NT,NT,1,None,1.45,1,Stimuli/nB_N_square_circle.png,None,0,2.476876
11175,22,R3557,R3,NT,NT,1,None,1.3,1.2,Stimuli/nB_N_triangle_circle.png,None,2.485425,5.004053
11176,22,R3557,R3,NT,NT,1,None,1.65,1.15,Stimuli/nB_N_circle_square.png,None,5.01209700000001,7.839387
11177,22,R3557,R3,TT,TT,1,left,1.7,2.4,Stimuli/nB_T_CIRCLE.png,left,7.847474,9.56529200000001
11178,22,R3557,R3,NT,NT,1,None,1.55,1.1,Stimuli/nB_N_circle_triangle.png,None,11.983649,14.652392
11179,22,R3557,R3,NT,NT,1,None,1.4,1,Stimuli/nB_N_triangle_circle.png,None,14.660522,17.07904
11180,22,R3557,R3,NT,NT,1,None,1.4,0.8,Stimuli/nB_N_triangle_circle.png,None,17.087187,19.305578
11181,22,R3557,R3,TT,TT,1,right,1.4,2.15,Stimuli/nB_T_CIRCLE.png,right,19.313726,20.739723
11182,22,R3557,R3,NT,NT,1,None,1.4,0.8,Stimuli/nB_N_triangle_circle.png,None,22.90783,25.12623
11183,22,R3557,R3,NT,NT,1,None,1.4,1.05,Stimuli/nB_N_circle_square.png,None,25.134425,27.611425
11184,22,R3557,R3,TT,TT,1,right,1.35,2.35,Stimuli/nB_T_CIRCLE.png,left,27.619503,28.995453
11185,22,R3557,R3,NT,NT,1,None,1.55,0.9,Stimuli/nB_N_square_triangle.png,None,31.363783,33.840684
11186,22,R3557,R3,NT,NT,1,None,1.6,1.2,Stimuli/nB_N_circle_triangle.png,None,33.848822,36.676064
11187,22,R3557,R3,NT,NT,1,None,1.55,1.1,Stimuli/nB_N_triangle_square.png,None,36.684151,39.352869
11201,22,R3557,R3,NT,NT,1,None,1.5,1,Stimuli/nB_N_triangle_square.png,None,105.698664,108.225148
11202,22,R3557,R3,NT,NT,1,None,1.65,1.15,Stimuli/nB_N_triangle_square.png,None,108.233781,111.05265
11203,22,R3557,R3,NT,NT,1,None,1.5,1.05,Stimuli/nB_N_triangle_square.png,None,111.06076,113.637704
11204,22,R3557,R3,TT,TT,1,left,1.35,2.35,Stimuli/nB_T_TRIANGLE.png,left,113.645859,115.013448
11205,22,R3557,R3,NT,NT,1,None,1.5,1.15,Stimuli/nB_N_circle_square.png,None,117.381784,120.058928
11206,22,R3557,R3,NT,NT,1,None,1.7,1.2,Stimuli/nB_N_square_circle.png,None,120.066916,122.985923
11207,22,R3557,R3,NT,NT,1,None,1.55,1.2,Stimuli/nB_N_triangle_square.png,None,122.993603,125.770766
11221,22,R3557,R3,NT,NT,1,None,1.4,1,Stimuli/nB_N_square_circle.png,None,192.46711,194.893622
11222,22,R3557,R3,NT,NT,1,None,1.3,0.95,Stimuli/nB_N_circle_triangle.png,None,194.902202,197.178934
11223,22,R3557,R3,TT,TT,1,right,1.7,2.35,Stimuli/nB_T_TRIANGLE.png,right,197.187113,198.904914
11224,22,R3557,R3,NT,NT,1,None,1.5,1,Stimuli/nB_N_square_circle.png,None,201.273308,203.800228
11388,22,R3557,R4,NT,NT,1,None,1.5,1.2,Stimuli/nB_N_square_triangle.png,None,268.453149,271.17992
11389,22,R3557,R4,NT,NT,1,None,1.55,1.1,Stimuli/nB_N_square_triangle.png,None,271.188378,273.865524
11390,22,R3557,R4,NT,NT,1,None,1.65,1.05,Stimuli/nB_N_square_triangle.png,None,273.873612,276.600665
11391,22,R3557,R4,NT,NT,1,None,1.3,0.95,Stimuli/nB_N_triangle_square.png,None,276.608841,278.88565
11392,22,R3557,R4,TT,TT,1,right,1.55,2.4,Stimuli/nB_T_TRIANGLE.png,left,278.893763,280.461453
11393,22,R3557,R4,NT,NT,1,None,1.6,1.2,Stimuli/nB_N_square_triangle.png,None,282.879859,285.698681
11394,22,R3557,R4,NT,NT,1,None,1.45,1.2,Stimuli/nB_N_circle_square.png,None,285.706823,288.37563
11395,22,R3557,R4,TT,TT,1,left,1.7,2.35,Stimuli/nB_T_CIRCLE.png,left,288.383318,290.101168
11396,22,R3557,R4,NT,NT,1,None,1.5,1.05,Stimuli/nB_N_triangle_circle.png,None,292.469792,295.038526
11397,22,R3557,R4,NT,NT,1,None,1.7,1.15,Stimuli/nB_N_square_triangle.png,None,295.046637,297.923888
11411,22,R3557,R4,NT,NT,1,None,1.35,1.15,Stimuli/nB_N_circle_square.png,None,364.269577,366.796166
11412,22,R3557,R4,NT,NT,1,None,1.5,1.05,Stimuli/nB_N_circle_triangle.png,None,366.804702,369.373393
11426,22,R3557,R4,NT,NT,1,None,1.65,1.15,Stimuli/nB_N_triangle_circle.png,None,435.910964,438.737725
11427,22,R3557,R4,NT,NT,1,None,1.6,1.2,Stimuli/nB_N_square_triangle.png,None,438.7463,441.573499
11428,22,R3557,R4,NT,NT,1,None,1.3,1,Stimuli/nB_N_circle_triangle.png,None,441.58158,443.900089
11429,22,R3557,R4,TT,TT,1,right,1.35,2.3,Stimuli/nB_T_TRIANGLE.png,right,443.90821,445.284172
11430,22,R3557,R4,NT,NT,1,None,1.4,1.1,Stimuli/nB_N_triangle_circle.png,None,447.602449,450.129452
11431,22,R3557,R4,NT,NT,1,None,1.55,0.85,Stimuli/nB_N_triangle_circle.png,None,450.137524,452.556037
