unique_ID,IDNO,RNUM,RUN,stimType,mwType,nBack,keyResp,fixT,stimT,stimPic,Ans,fixStart_offset,stimStart_offset,Correct
7865,16,R4307,R1,NT,NT,1,None,1.7,1.1,Stimuli/nB_N_circle_square.png,None,37.651407,40.470285,True
7866,16,R4307,R1,NT,NT,1,None,1.4,0.8,Stimuli/nB_N_square_circle.png,None,40.478348,42.696727,True
7880,16,R4307,R1,NT,NT,1,None,1.3,1.15,Stimuli/nB_N_square_triangle.png,None,109.242783,111.719348,True
7881,16,R4307,R1,NT,NT,1,None,1.7,1.1,Stimuli/nB_N_circle_square.png,None,111.727792,114.546645,True
7882,16,R4307,R1,TT,TT,1,left,1.45,2.5,Stimuli/nB_T_CIRCLE.png,left,114.554758,116.022498,True
7883,16,R4307,R1,NT,NT,1,None,1.6,0.9,Stimuli/nB_N_circle_square.png,None,118.540881,121.059438,True
7884,16,R4307,R1,NT,NT,1,None,1.6,1.2,Stimuli/nB_N_triangle_circle.png,None,121.067559,123.886465,True
7898,16,R4307,R1,NT,NT,1,None,1.4,0.95,Stimuli/nB_N_circle_triangle.png,None,190.51576,192.892169,True
7899,16,R4307,R1,NT,NT,1,None,1.45,0.9,Stimuli/nB_N_square_circle.png,None,192.900736,195.277571,True
7900,16,R4307,R1,TT,TT,1,right,1.3,2.15,Stimuli/nB_T_CIRCLE.png,right,195.285721,196.603317,True
7901,16,R4307,R1,NT,NT,1,None,1.6,1.05,Stimuli/nB_N_square_circle.png,None,198.771487,201.448572,True
7902,16,R4307,R1,NT,NT,1,None,1.65,1.15,Stimuli/nB_N_square_triangle.png,None,201.456274,204.283498,True
8086,16,R4307,R2,NT,NT,1,None,1.35,1.1,Stimuli/nB_N_triangle_square.png,None,382.140318,384.616795,True
8087,16,R4307,R2,NT,NT,1,None,1.5,1.0,Stimuli/nB_N_circle_square.png,None,384.625398,387.14399,True
8088,16,R4307,R2,NT,NT,1,None,1.35,1.1,Stimuli/nB_N_circle_triangle.png,None,387.152119,389.620694,True
8089,16,R4307,R2,NT,NT,1,None,1.7,1.1,Stimuli/nB_N_circle_square.png,None,389.628722,392.447672,True
8090,16,R4307,R2,TT,TT,1,right,1.6,2.5,Stimuli/nB_T_SQUARE.png,right,392.455803,394.08195,True
8091,16,R4307,R2,NT,NT,1,None,1.5,1.0,Stimuli/nB_N_triangle_square.png,None,396.600362,399.118956,True
8092,16,R4307,R2,NT,NT,1,None,1.45,0.9,Stimuli/nB_N_circle_square.png,None,399.127103,401.503928,True
8093,16,R4307,R2,TT,TT,1,left,1.5,2.45,Stimuli/nB_T_CIRCLE.png,left,401.512072,403.029833,True
8094,16,R4307,R2,NT,NT,1,None,1.7,1.15,Stimuli/nB_N_square_triangle.png,None,405.498214,408.375432,True
8095,16,R4307,R2,NT,NT,1,None,1.55,1.2,Stimuli/nB_N_triangle_square.png,None,408.383505,411.160712,True
8096,16,R4307,R2,NT,NT,1,None,1.65,0.95,Stimuli/nB_N_triangle_circle.png,None,411.168794,413.795793,True
8110,16,R4307,R2,NT,NT,1,None,1.4,1.15,Stimuli/nB_N_circle_square.png,None,480.333455,482.910051,True
8111,16,R4307,R2,NT,NT,1,None,1.7,0.95,Stimuli/nB_N_square_circle.png,None,482.91854,485.587216,True
8112,16,R4307,R2,NT,NT,1,None,1.45,0.85,Stimuli/nB_N_square_circle.png,None,485.595402,487.922163,True
8113,16,R4307,R2,NT,NT,1,None,1.6,1.1,Stimuli/nB_N_square_circle.png,None,487.930338,490.64913,True
8114,16,R4307,R2,TT,TT,1,left,1.45,2.35,Stimuli/nB_T_SQUARE.png,left,490.657256,492.133259,True
8115,16,R4307,R2,NT,NT,1,None,1.5,0.9,Stimuli/nB_N_circle_square.png,None,494.50161,496.920086,True
8116,16,R4307,R2,NT,NT,1,None,1.55,0.85,Stimuli/nB_N_circle_triangle.png,None,496.928212,499.346694,True
8117,16,R4307,R2,NT,NT,1,None,1.5,1.2,Stimuli/nB_N_circle_square.png,None,499.354896,502.073663,True
8118,16,R4307,R2,TT,TT,1,right,1.6,2.4,Stimuli/nB_T_SQUARE.png,right,502.081867,503.707967,True
8119,16,R4307,R2,NT,NT,1,None,1.55,1.15,Stimuli/nB_N_circle_triangle.png,None,506.126307,508.845139,True
8120,16,R4307,R2,NT,NT,1,None,1.35,0.95,Stimuli/nB_N_triangle_square.png,None,508.853227,511.171556,True
8121,16,R4307,R2,TT,TT,1,right,1.4,2.3,Stimuli/nB_T_SQUARE.png,right,511.179797,512.605805,True
8122,16,R4307,R2,NT,NT,1,None,1.3,0.95,Stimuli/nB_N_triangle_square.png,None,514.923785,517.192185,True
8123,16,R4307,R2,NT,NT,1,None,1.45,1.05,Stimuli/nB_N_triangle_circle.png,None,517.200629,519.719269,True
8124,16,R4307,R2,NT,NT,1,None,1.7,0.95,Stimuli/nB_N_square_circle.png,None,519.727398,522.404456,True
8125,16,R4307,R2,TT,TT,1,left,1.4,2.15,Stimuli/nB_T_SQUARE.png,left,522.412584,523.838589,True
8126,16,R4307,R2,NT,NT,1,None,1.55,1.1,Stimuli/nB_N_triangle_square.png,None,526.006719,528.683856,True
8127,16,R4307,R2,NT,NT,1,None,1.65,1.2,Stimuli/nB_N_square_triangle.png,None,528.691951,531.560855,True
8128,16,R4307,R2,NT,NT,1,None,1.7,1.2,Stimuli/nB_N_circle_square.png,None,531.568876,534.487868,True
8129,16,R4307,R2,TT,TT,1,left,1.6,2.5,Stimuli/nB_T_CIRCLE.png,left,534.495967,536.122096,True
8130,16,R4307,R2,NT,NT,1,None,1.5,1.15,Stimuli/nB_N_triangle_circle.png,None,538.640454,541.30929,True
8131,16,R4307,R2,NT,NT,1,None,1.5,0.8,Stimuli/nB_N_circle_triangle.png,None,541.317372,543.635354,True
8204,16,R4307,R3,NT,NT,1,None,1.4,0.85,Stimuli/nB_N_circle_square.png,None,203.724847,206.001105,True
8205,16,R4307,R3,NT,NT,1,None,1.65,0.95,Stimuli/nB_N_circle_triangle.png,None,206.009733,208.636781,True
8206,16,R4307,R3,TT,TT,1,right,1.45,2.45,Stimuli/nB_T_TRIANGLE.png,right,208.644892,210.1126,True
8207,16,R4307,R3,NT,NT,1,None,1.3,1.0,Stimuli/nB_N_triangle_circle.png,None,212.580902,214.899461,True
8208,16,R4307,R3,NT,NT,1,None,1.3,0.95,Stimuli/nB_N_triangle_square.png,None,214.907585,217.175996,True
8209,16,R4307,R3,NT,NT,1,None,1.7,1.2,Stimuli/nB_N_circle_square.png,None,217.184145,220.103105,True
8210,16,R4307,R3,NT,NT,1,None,1.5,1.2,Stimuli/nB_N_square_circle.png,None,220.111193,222.829641,True
8224,16,R4307,R3,NT,NT,1,None,1.7,1.1,Stimuli/nB_N_circle_square.png,None,289.259138,292.085873,True
8225,16,R4307,R3,NT,NT,1,None,1.4,1.15,Stimuli/nB_N_square_circle.png,None,292.094443,294.663133,True
8239,16,R4307,R3,NT,NT,1,None,1.65,1.05,Stimuli/nB_N_triangle_circle.png,None,361.008879,363.735575,True
8240,16,R4307,R3,NT,NT,1,None,1.65,1.0,Stimuli/nB_N_square_triangle.png,None,363.744128,366.412823,True
8241,16,R4307,R3,NT,NT,1,None,1.6,0.95,Stimuli/nB_N_circle_square.png,None,366.420973,368.989576,True
8242,16,R4307,R3,NT,NT,1,None,1.4,1.2,Stimuli/nB_N_circle_triangle.png,None,368.997755,371.616516,True
8243,16,R4307,R3,TT,TT,1,right,1.35,2.2,Stimuli/nB_T_TRIANGLE.png,right,371.624582,373.002773,True
8244,16,R4307,R3,NT,NT,1,None,1.6,1.1,Stimuli/nB_N_triangle_circle.png,None,375.218768,377.937531,True
8245,16,R4307,R3,NT,NT,1,None,1.4,0.8,Stimuli/nB_N_triangle_square.png,None,377.945583,380.163976,True
8246,16,R4307,R3,NT,NT,1,None,1.45,0.85,Stimuli/nB_N_circle_triangle.png,None,380.172161,382.490602,True
8260,16,R4307,R3,NT,NT,1,None,1.6,1.2,Stimuli/nB_N_square_triangle.png,None,448.836463,451.663283,True
8261,16,R4307,R3,NT,NT,1,None,1.45,1.05,Stimuli/nB_N_circle_square.png,None,451.671762,454.190387,True
8262,16,R4307,R3,NT,NT,1,None,1.7,0.9,Stimuli/nB_N_circle_triangle.png,None,454.198541,456.81714,True
8263,16,R4307,R3,TT,TT,1,right,1.7,2.25,Stimuli/nB_T_TRIANGLE.png,right,456.825286,458.543208,True
8264,16,R4307,R3,NT,NT,1,None,1.5,0.9,Stimuli/nB_N_circle_triangle.png,None,460.811422,463.229942,True
8265,16,R4307,R3,NT,NT,1,None,1.3,0.8,Stimuli/nB_N_triangle_circle.png,None,463.238105,465.356387,True
8279,16,R4307,R3,NT,NT,1,None,1.55,1.1,Stimuli/nB_N_square_circle.png,None,531.844057,534.520649,True
8280,16,R4307,R3,NT,NT,1,None,1.6,1.0,Stimuli/nB_N_circle_triangle.png,None,534.529202,537.147885,True
8281,16,R4307,R3,TT,TT,1,left,1.45,2.1,Stimuli/nB_T_CIRCLE.png,left,537.156026,538.623725,True
8282,16,R4307,R3,NT,NT,1,None,1.4,1.15,Stimuli/nB_N_circle_triangle.png,None,540.741812,543.310509,True
8305,16,R4307,R4,NT,NT,1,None,1.4,1.05,Stimuli/nB_N_triangle_circle.png,None,0.0,2.476834,True
8306,16,R4307,R4,NT,NT,1,None,1.3,1.0,Stimuli/nB_N_square_triangle.png,None,2.485382,4.812177,True
8307,16,R4307,R4,NT,NT,1,None,1.3,1.15,Stimuli/nB_N_square_triangle.png,None,4.820247,7.288909,True
8321,16,R4307,R4,NT,NT,1,None,1.65,1.05,Stimuli/nB_N_square_circle.png,None,73.934918,76.661579,True
8322,16,R4307,R4,NT,NT,1,None,1.6,0.8,Stimuli/nB_N_triangle_square.png,None,76.670125,79.096953,True
8323,16,R4307,R4,TT,TT,1,right,1.65,2.5,Stimuli/nB_T_SQUARE.png,right,79.105105,80.781334,True
8324,16,R4307,R4,NT,NT,1,None,1.3,0.85,Stimuli/nB_N_triangle_circle.png,None,83.299727,85.468051,True
8325,16,R4307,R4,NT,NT,1,None,1.7,0.8,Stimuli/nB_N_triangle_square.png,None,85.476216,87.994767,True
8326,16,R4307,R4,NT,NT,1,None,1.45,1.05,Stimuli/nB_N_square_triangle.png,None,88.002968,90.52999,True
8327,16,R4307,R4,NT,NT,1,None,1.65,0.95,Stimuli/nB_N_circle_square.png,None,90.538104,93.165053,True
8341,16,R4307,R4,NT,NT,1,None,1.65,1.1,Stimuli/nB_N_square_triangle.png,None,159.752743,162.529442,True
8342,16,R4307,R4,NT,NT,1,None,1.65,1.1,Stimuli/nB_N_triangle_square.png,None,162.538,165.306782,True
8343,16,R4307,R4,TT,TT,1,right,1.65,2.45,Stimuli/nB_T_SQUARE.png,right,165.314911,166.982746,True
8344,16,R4307,R4,NT,NT,1,None,1.35,1.1,Stimuli/nB_N_circle_square.png,None,169.451113,171.919725,True
8345,16,R4307,R4,NT,NT,1,None,1.65,1.2,Stimuli/nB_N_square_circle.png,None,171.927839,174.796758,True
8346,16,R4307,R4,TT,TT,1,left,1.5,2.45,Stimuli/nB_T_CIRCLE.png,right,174.804838,176.330902,False
8347,16,R4307,R4,NT,NT,1,None,1.6,1.2,Stimuli/nB_N_circle_square.png,None,178.799265,181.618134,True
8348,16,R4307,R4,NT,NT,1,None,1.55,0.9,Stimuli/nB_N_square_circle.png,None,181.626233,184.094747,True
8349,16,R4307,R4,TT,TT,1,right,1.55,2.5,Stimuli/nB_T_CIRCLE.png,right,184.102936,185.670714,True
8350,16,R4307,R4,NT,NT,1,None,1.35,0.9,Stimuli/nB_N_circle_square.png,None,188.189115,190.45752,True
8351,16,R4307,R4,NT,NT,1,None,1.65,1.15,Stimuli/nB_N_triangle_square.png,None,190.465638,193.284583,True
8352,16,R4307,R4,NT,NT,1,None,1.6,1.2,Stimuli/nB_N_square_triangle.png,None,193.292693,196.111536,True
8353,16,R4307,R4,TT,TT,1,left,1.7,2.3,Stimuli/nB_T_SQUARE.png,left,196.119618,197.837467,True
8354,16,R4307,R4,NT,NT,1,None,1.65,1.1,Stimuli/nB_N_triangle_square.png,None,200.15569,202.932886,True
8531,17,R4220,R1,NT,NT,1,None,1.6,1.1,Stimuli/nB_N_circle_square.png,None,330.129183,332.85586,True
8532,17,R4220,R1,NT,NT,1,None,1.7,1.2,Stimuli/nB_N_circle_triangle.png,None,332.864407,335.783316,True
8533,17,R4220,R1,TT,TT,1,left,1.45,2.2,Stimuli/nB_T_CIRCLE.png,left,335.791426,337.267451,True
8534,17,R4220,R1,NT,NT,1,None,1.65,1.2,Stimuli/nB_N_circle_triangle.png,None,339.485554,342.354514,True
8535,17,R4220,R1,NT,NT,1,None,1.35,1.0,Stimuli/nB_N_triangle_circle.png,None,342.362653,344.731122,True
8536,17,R4220,R1,NT,NT,1,None,1.7,0.85,Stimuli/nB_N_triangle_circle.png,None,344.739316,347.316241,True
8537,17,R4220,R1,NT,NT,1,None,1.7,1.15,Stimuli/nB_N_circle_triangle.png,None,347.324414,350.19328,True
8538,17,R4220,R1,TT,TT,1,right,1.5,2.4,Stimuli/nB_T_TRIANGLE.png,right,350.20144,351.719139,True
8539,17,R4220,R1,NT,NT,1,None,1.3,1.05,Stimuli/nB_N_triangle_square.png,None,354.137432,356.506012,True
8540,17,R4220,R1,NT,NT,1,None,1.65,0.85,Stimuli/nB_N_triangle_square.png,None,356.514126,359.032696,True
8554,17,R4220,R1,NT,NT,1,None,1.6,1.2,Stimuli/nB_N_triangle_circle.png,None,425.670467,428.497244,True
8555,17,R4220,R1,NT,NT,1,None,1.55,1.05,Stimuli/nB_N_circle_square.png,None,428.505772,431.132729,True
8569,17,R4220,R1,NT,NT,1,None,1.35,1.15,Stimuli/nB_N_square_circle.png,None,497.678737,500.205346,True
8570,17,R4220,R1,NT,NT,1,None,1.65,1.2,Stimuli/nB_N_triangle_square.png,None,500.2138,503.082644,True
8571,17,R4220,R1,NT,NT,1,None,1.6,1.15,Stimuli/nB_N_triangle_circle.png,None,503.090802,505.859674,True
8572,17,R4220,R1,TT,TT,1,right,1.3,2.2,Stimuli/nB_T_CIRCLE.png,right,505.86773,507.193652,True
8573,17,R4220,R1,NT,NT,1,None,1.35,1.1,Stimuli/nB_N_triangle_square.png,None,509.411878,511.880467,True
8574,17,R4220,R1,NT,NT,1,None,1.45,1.05,Stimuli/nB_N_circle_triangle.png,None,511.888514,514.407244,True
8575,17,R4220,R1,TT,TT,1,right,1.35,2.25,Stimuli/nB_T_TRIANGLE.png,right,514.415357,515.782937,True
8576,17,R4220,R1,NT,NT,1,None,1.35,1.15,Stimuli/nB_N_circle_triangle.png,None,518.0512,520.569846,True
8577,17,R4220,R1,NT,NT,1,None,1.7,0.8,Stimuli/nB_N_circle_square.png,None,520.577951,523.096506,True
8578,17,R4220,R1,NT,NT,1,None,1.55,1.2,Stimuli/nB_N_circle_triangle.png,None,523.104668,525.881896,True
8579,17,R4220,R1,TT,TT,1,right,1.5,2.45,Stimuli/nB_T_TRIANGLE.png,right,525.890019,527.407674,True
8580,17,R4220,R1,NT,NT,1,None,1.3,1.05,Stimuli/nB_N_circle_triangle.png,None,529.876053,532.244469,True
8581,17,R4220,R1,NT,NT,1,None,1.55,1.05,Stimuli/nB_N_circle_triangle.png,None,532.252699,534.871405,True
8582,17,R4220,R1,NT,NT,1,None,1.45,0.9,Stimuli/nB_N_square_circle.png,None,534.879528,537.248018,True
8583,17,R4220,R1,TT,TT,1,left,1.4,2.15,Stimuli/nB_T_SQUARE.png,left,537.256153,538.682184,True
8584,17,R4220,R1,NT,NT,1,None,1.65,0.8,Stimuli/nB_N_circle_triangle.png,None,540.850347,543.318855,True
8660,17,R4220,R2,NT,NT,1,None,1.6,1.1,Stimuli/nB_N_square_circle.png,None,210.446315,213.173021,True
8661,17,R4220,R2,NT,NT,1,None,1.55,1.2,Stimuli/nB_N_triangle_circle.png,None,213.181535,215.950394,True
8662,17,R4220,R2,TT,TT,1,left,1.65,2.5,Stimuli/nB_T_TRIANGLE.png,left,215.958455,217.626277,True
8663,17,R4220,R2,NT,NT,1,None,1.35,1.05,Stimuli/nB_N_triangle_square.png,None,220.144737,222.571631,True
8664,17,R4220,R2,NT,NT,1,None,1.6,1.15,Stimuli/nB_N_triangle_square.png,None,222.579733,225.348532,True
8665,17,R4220,R2,NT,NT,1,None,1.6,1.0,Stimuli/nB_N_circle_triangle.png,None,225.356635,227.975335,True
8679,17,R4220,R2,NT,NT,1,None,1.55,1.05,Stimuli/nB_N_circle_triangle.png,None,294.713081,297.339685,True
8680,17,R4220,R2,NT,NT,1,None,1.65,1.1,Stimuli/nB_N_square_triangle.png,None,297.348224,300.117083,True
8694,17,R4220,R2,NT,NT,1,None,1.4,1.1,Stimuli/nB_N_circle_square.png,None,366.604592,369.131162,True
8695,17,R4220,R2,NT,NT,1,None,1.35,0.85,Stimuli/nB_N_triangle_square.png,None,369.139694,371.358039,True
8709,17,R4220,R2,NT,NT,1,None,1.7,1.05,Stimuli/nB_N_square_triangle.png,None,437.804021,440.580732,True
8710,17,R4220,R2,NT,NT,1,None,1.6,1.05,Stimuli/nB_N_circle_square.png,None,440.589277,443.266311,True
8724,17,R4220,R2,NT,NT,1,None,1.4,1.2,Stimuli/nB_N_triangle_square.png,None,509.603734,512.230431,True
8725,17,R4220,R2,NT,NT,1,None,1.3,0.85,Stimuli/nB_N_circle_square.png,None,512.23893,514.407208,True
8726,17,R4220,R2,NT,NT,1,None,1.6,0.85,Stimuli/nB_N_circle_triangle.png,None,514.415436,516.892351,True
8727,17,R4220,R2,NT,NT,1,None,1.65,0.85,Stimuli/nB_N_square_circle.png,None,516.900501,519.427402,True
8728,17,R4220,R2,TT,TT,1,right,1.55,2.1,Stimuli/nB_T_CIRCLE.png,right,519.435566,521.011686,True
8729,17,R4220,R2,NT,NT,1,None,1.35,1.1,Stimuli/nB_N_circle_triangle.png,None,523.129844,525.598453,True
8730,17,R4220,R2,NT,NT,1,None,1.6,0.8,Stimuli/nB_N_square_circle.png,None,525.606537,528.033397,True
8731,17,R4220,R2,TT,TT,1,left,1.45,2.2,Stimuli/nB_T_SQUARE.png,left,528.041552,529.509209,True
8732,17,R4220,R2,NT,NT,1,None,1.55,1.15,Stimuli/nB_N_triangle_circle.png,None,531.727456,534.446243,True
8733,17,R4220,R2,NT,NT,1,None,1.4,1.05,Stimuli/nB_N_circle_triangle.png,None,534.454327,536.922935,True
8734,17,R4220,R2,TT,TT,1,left,1.35,2.2,Stimuli/nB_T_CIRCLE.png,left,536.931057,538.298676,True
8735,17,R4220,R2,NT,NT,1,None,1.7,1.1,Stimuli/nB_N_square_circle.png,None,540.516874,543.335772,True
8758,17,R4220,R3,NT,NT,1,None,1.65,1.0,Stimuli/nB_N_square_circle.png,None,0.0,2.677011,True
8759,17,R4220,R3,NT,NT,1,None,1.65,1.2,Stimuli/nB_N_circle_square.png,None,2.685257,5.55442,True
8760,17,R4220,R3,NT,NT,1,None,1.6,1.1,Stimuli/nB_N_circle_square.png,None,5.562518,8.281286,True
8774,17,R4220,R3,NT,NT,1,None,1.6,1.05,Stimuli/nB_N_square_triangle.png,None,74.777256,77.453871,True
8775,17,R4220,R3,NT,NT,1,None,1.55,0.8,Stimuli/nB_N_circle_square.png,None,77.462392,79.830408,True
8776,17,R4220,R3,TT,TT,1,right,1.65,2.35,Stimuli/nB_T_SQUARE.png,right,79.839015,81.515214,True
8777,17,R4220,R3,NT,NT,1,None,1.7,1.05,Stimuli/nB_N_triangle_circle.png,None,83.883515,86.652351,True
8778,17,R4220,R3,NT,NT,1,None,1.7,1.0,Stimuli/nB_N_square_triangle.png,None,86.660304,89.37918,True
8779,17,R4220,R3,TT,TT,1,left,1.65,2.25,Stimuli/nB_T_SQUARE.png,left,89.387378,91.055147,True
8780,17,R4220,R3,NT,NT,1,None,1.7,0.85,Stimuli/nB_N_circle_triangle.png,None,93.323415,95.89199,True
8781,17,R4220,R3,NT,NT,1,None,1.4,1.05,Stimuli/nB_N_triangle_circle.png,None,95.900091,98.368777,True
8782,17,R4220,R3,NT,NT,1,None,1.65,1.1,Stimuli/nB_N_circle_square.png,None,98.376924,101.145671,True
8783,17,R4220,R3,NT,NT,1,None,1.3,1.2,Stimuli/nB_N_circle_triangle.png,None,101.153822,103.672499,True
8784,17,R4220,R3,TT,TT,1,right,1.55,2.3,Stimuli/nB_T_TRIANGLE.png,right,103.680559,105.248282,True
8785,17,R4220,R3,NT,NT,1,None,1.45,0.8,Stimuli/nB_N_triangle_circle.png,None,107.566599,109.834989,True
8786,17,R4220,R3,NT,NT,1,None,1.65,1.0,Stimuli/nB_N_circle_triangle.png,None,109.843161,112.520259,True
8787,17,R4220,R3,TT,TT,1,right,1.3,2.35,Stimuli/nB_T_TRIANGLE.png,right,112.528368,113.854293,True
8788,17,R4220,R3,NT,NT,1,None,1.55,0.95,Stimuli/nB_N_square_triangle.png,None,116.2226,118.749567,True
8789,17,R4220,R3,NT,NT,1,None,1.6,1.0,Stimuli/nB_N_circle_square.png,None,118.757696,121.384707,True
8790,17,R4220,R3,TT,TT,1,left,1.7,2.4,Stimuli/nB_T_CIRCLE.png,left,121.392779,123.110697,True
8791,17,R4220,R3,NT,NT,1,None,1.7,0.85,Stimuli/nB_N_triangle_square.png,None,125.52901,128.097647,True
8792,17,R4220,R3,NT,NT,1,None,1.5,1.15,Stimuli/nB_N_triangle_square.png,None,128.105821,130.774626,True
8793,17,R4220,R3,NT,NT,1,None,1.35,1.05,Stimuli/nB_N_square_circle.png,None,130.782696,133.209642,True
8794,17,R4220,R3,TT,TT,1,right,1.7,2.5,Stimuli/nB_T_CIRCLE.png,right,133.217716,134.935584,True
8795,17,R4220,R3,NT,NT,1,None,1.7,0.85,Stimuli/nB_N_circle_triangle.png,None,137.453993,140.022603,True
8909,17,R4220,R4,NT,NT,1,None,1.7,0.9,Stimuli/nB_N_square_circle.png,None,0.0,2.626998,True
8910,17,R4220,R4,NT,NT,1,None,1.7,1.2,Stimuli/nB_N_triangle_circle.png,None,2.635478,5.554493,True
8924,17,R4220,R4,NT,NT,1,None,1.45,0.85,Stimuli/nB_N_square_triangle.png,None,72.00027,74.326635,True
8925,17,R4220,R4,NT,NT,1,None,1.5,1.15,Stimuli/nB_N_square_triangle.png,None,74.33524,77.012356,True
8939,17,R4220,R4,NT,NT,1,None,1.65,0.95,Stimuli/nB_N_square_triangle.png,None,143.399789,146.026395,True
8940,17,R4220,R4,NT,NT,1,None,1.3,1.15,Stimuli/nB_N_triangle_circle.png,None,146.034942,148.511942,True
8941,17,R4220,R4,NT,NT,1,None,1.3,0.95,Stimuli/nB_N_square_circle.png,None,148.519924,150.788457,True
8942,17,R4220,R4,NT,NT,1,None,1.4,1.2,Stimuli/nB_N_square_circle.png,None,150.796554,153.415314,True
8943,17,R4220,R4,TT,TT,1,left,1.6,2.25,Stimuli/nB_T_SQUARE.png,left,153.423365,155.049521,True
8944,17,R4220,R4,NT,NT,1,None,1.6,1.15,Stimuli/nB_N_square_triangle.png,None,157.317764,160.086597,True
8945,17,R4220,R4,NT,NT,1,None,1.55,1.15,Stimuli/nB_N_triangle_square.png,None,160.094657,162.821857,True
8946,17,R4220,R4,NT,NT,1,None,1.7,1.2,Stimuli/nB_N_square_triangle.png,None,162.829935,165.748879,True
8947,17,R4220,R4,TT,TT,1,right,1.55,2.3,Stimuli/nB_T_TRIANGLE.png,right,165.756957,167.333044,True
8948,17,R4220,R4,NT,NT,1,None,1.55,0.85,Stimuli/nB_N_square_triangle.png,None,169.651308,172.078151,True
8949,17,R4220,R4,NT,NT,1,None,1.35,1.15,Stimuli/nB_N_triangle_circle.png,None,172.08632,174.613374,True
8950,17,R4220,R4,NT,NT,1,None,1.45,1.2,Stimuli/nB_N_circle_square.png,None,174.621447,177.290178,True
8951,17,R4220,R4,TT,TT,1,left,1.5,2.15,Stimuli/nB_T_CIRCLE.png,left,177.298283,178.824356,True
8952,17,R4220,R4,NT,NT,1,None,1.5,0.8,Stimuli/nB_N_square_circle.png,None,180.992553,183.310935,True
8953,17,R4220,R4,NT,NT,1,None,1.5,0.85,Stimuli/nB_N_circle_triangle.png,None,183.31911,185.687603,True
8954,17,R4220,R4,TT,TT,1,right,1.5,2.15,Stimuli/nB_T_TRIANGLE.png,right,185.695763,187.22185,True
8955,17,R4220,R4,NT,NT,1,None,1.35,1.2,Stimuli/nB_N_circle_triangle.png,None,189.38993,191.958714,True
8956,17,R4220,R4,NT,NT,1,None,1.45,0.95,Stimuli/nB_N_circle_triangle.png,None,191.9668,194.385326,True
8970,17,R4220,R4,NT,NT,1,None,1.6,0.8,Stimuli/nB_N_circle_triangle.png,None,260.731148,263.15753,True
9111,18,R4007,R1,NT,NT,1,None,1.4,1.1,Stimuli/nB_N_square_triangle.png,None,205.376088,207.902649,True
9112,18,R4007,R1,NT,NT,1,None,1.5,1.1,Stimuli/nB_N_square_triangle.png,None,207.911173,210.529915,True
9113,18,R4007,R1,TT,TT,1,right,1.55,2.3,Stimuli/nB_T_TRIANGLE.png,right,210.538007,212.105747,True
9114,18,R4007,R1,NT,NT,1,None,1.6,0.95,Stimuli/nB_N_square_circle.png,None,214.424091,217.001041,True
9115,18,R4007,R1,NT,NT,1,None,1.6,1.1,Stimuli/nB_N_circle_square.png,None,217.009161,219.727955,True
9116,18,R4007,R1,TT,TT,1,right,1.65,2.45,Stimuli/nB_T_SQUARE.png,right,219.73609,221.403855,True
9117,18,R4007,R1,NT,NT,1,None,1.45,1.2,Stimuli/nB_N_circle_triangle.png,None,223.872269,226.541018,True
9118,18,R4007,R1,NT,NT,1,None,1.5,1.2,Stimuli/nB_N_triangle_circle.png,None,226.549125,229.275909,True
9132,18,R4007,R1,NT,NT,1,None,1.7,1.0,Stimuli/nB_N_triangle_square.png,None,295.972247,298.698911,True
9133,18,R4007,R1,NT,NT,1,None,1.6,1.0,Stimuli/nB_N_circle_triangle.png,None,298.707381,301.326202,True
9134,18,R4007,R1,NT,NT,1,None,1.55,0.95,Stimuli/nB_N_triangle_square.png,None,301.334313,303.852879,True
9135,18,R4007,R1,NT,NT,1,None,1.45,0.85,Stimuli/nB_N_triangle_square.png,None,303.861067,306.187862,True
9136,18,R4007,R1,TT,TT,1,left,1.3,2.35,Stimuli/nB_T_TRIANGLE.png,left,306.196017,307.521954,True
9137,18,R4007,R1,NT,NT,1,None,1.4,1.1,Stimuli/nB_N_triangle_circle.png,None,309.890254,312.417294,True
9138,18,R4007,R1,NT,NT,1,None,1.4,0.9,Stimuli/nB_N_triangle_circle.png,None,312.425376,314.743804,True
9139,18,R4007,R1,NT,NT,1,None,1.3,1.1,Stimuli/nB_N_triangle_square.png,None,314.7519,317.170533,True
9140,18,R4007,R1,TT,TT,1,right,1.4,2.1,Stimuli/nB_T_SQUARE.png,right,317.178609,318.604665,True
9141,18,R4007,R1,NT,NT,1,None,1.3,1.2,Stimuli/nB_N_triangle_circle.png,None,320.722797,323.241443,True
9142,18,R4007,R1,NT,NT,1,None,1.6,1.2,Stimuli/nB_N_circle_triangle.png,None,323.249496,326.06842,True
9156,18,R4007,R1,NT,NT,1,None,1.3,1.05,Stimuli/nB_N_circle_square.png,None,392.355768,394.732229,True
9157,18,R4007,R1,NT,NT,1,None,1.5,0.9,Stimuli/nB_N_triangle_square.png,None,394.740745,397.159285,True
9171,18,R4007,R1,NT,NT,1,None,1.7,1.1,Stimuli/nB_N_circle_square.png,None,463.655256,466.481958,True
9172,18,R4007,R1,NT,NT,1,None,1.45,0.9,Stimuli/nB_N_square_triangle.png,None,466.490549,468.858986,True
9173,18,R4007,R1,NT,NT,1,None,1.65,1.05,Stimuli/nB_N_triangle_circle.png,None,468.867166,471.585954,True
