unique_ID,IDNO,RNUM,RUN,stimType,mwType,nBack,keyResp,fixStart_offset,stimStart_offset,actual_RT,Probe,MW_onsets,duration,MVPA_weight,Task_PC,Detail_PC,Modality_PC,Emotion_PC
8625,17,R4220,R2,MWQ,Focus,0,3,51.260935,52.887058,0.993482,1,46.887058,6,1,-0.088,-1.48,-1.748,-0.411
8645,17,R4220,R2,MWQ,Focus,0,4,137.804298,139.280324,-0.265884,2,133.280324,6,1,1.177,-1.375,-1.915,1.121
8805,17,R4220,R3,MWQ,Focus,0,3,164.639492,166.215263,-0.006905,2,160.215263,6,1,0.806,-1.295,-1.694,0.508
8823,17,R4220,R3,MWQ,Focus,0,3,244.986889,246.654733,0.076347,3,240.654733,6,1,0.278,-1.013,-0.155,0.484
8839,17,R4220,R3,MWQ,Focus,0,4,319.413531,321.039682,-0.632592,4,315.039682,6,1,1.206,-1.271,-0.198,2.963
8854,17,R4220,R3,MWQ,Focus,0,3,391.121561,392.847834,-0.123691,5,386.847834,6,1,-0.253,-0.931,0.621,1.944
8872,17,R4220,R3,MWQ,Focus,0,3,472.169498,473.645461,0.526096,6,467.645461,6,1,0.073,1.289,2.193,1.483
8974,17,R4220,R4,MWQ,Focus,0,4,271.905535,273.331568,-0.716241,4,267.331568,6,1,1.75,-1.019,-1.161,-0.474
8997,17,R4220,R4,MWQ,Focus,0,3,366.813061,368.480829,-0.424008,5,362.480829,6,1,0.209,-1.097,0.492,0.729
9019,17,R4220,R4,MWQ,Focus,0,3,460.394578,461.961991,0.143111,6,455.961991,6,1,0.711,-0.652,-0.136,0.39
9071,18,R4007,R1,MWQ,Focus,0,4,32.239213,33.965248,0.159842,1,27.965248,6,1,2.292,-0.068,1.21,-0.136
9086,18,R4007,R1,MWQ,Focus,0,4,103.989123,105.415139,0.451267,2,99.415139,6,1,1.887,1.241,0.962,-1.153
9294,18,R4007,R2,MWQ,Focus,0,2,325.309508,326.727138,1.035351,4,320.727138,6,1,-1.025,0.328,-0.788,1.349
9310,18,R4007,R2,MWQ,Focus,0,1,399.736163,401.403972,0.334942,5,395.403972,6,1,-1.68,-0.463,0.097,-1.004
9325,18,R4007,R2,MWQ,Focus,0,2,471.485957,472.953676,0.101087,6,466.953676,6,1,-1.235,-0.342,1.638,1.94
9421,18,R4007,R3,MWQ,Focus,0,2,227.691714,229.159423,0.301204,3,223.159423,6,1,-1.749,0.461,-0.35,-0.205
9441,18,R4007,R3,MWQ,Focus,0,3,313.601327,315.069033,0.501432,4,309.069033,6,1,-0.872,0.22,-0.028,0.669
9461,18,R4007,R3,MWQ,Focus,0,3,399.444245,401.170515,-0.265741,5,395.170515,6,1,-0.05,0.088,2.29,-1.379
9477,18,R4007,R3,MWQ,Focus,0,2,474.02101,475.688854,-0.165212,6,469.688854,6,1,-0.236,-0.79,0.196,0.158
9517,18,R4007,R4,MWQ,Focus,0,1,9.87378500000001,11.249344,0.777033,1,5.249344,6,1,-1.585,0.287,0.677,-0.597
9666,20,R3773,R1,MWQ,Focus,0,4,5.46239,6.988477,1.360341,1,0.988477000000003,6,1,0.268,-2.511,0.3,-1.468
9686,20,R3773,R1,MWQ,Focus,0,2,90.930046,92.597897,2.077554,2,86.597897,6,1,-0.605,-2.337,0.602,-0.755
9701,20,R3773,R1,MWQ,Focus,0,4,162.604751,164.080821,2.627796,3,158.080821,6,1,-0.054,-1.855,0.029,-1.093
