unique_ID,IDNO,RNUM,RUN,stimType,mwType,nBack,keyResp,fixStart_offset,stimStart_offset,actual_RT,Probe,MW_onsets,duration,MVPA_weight,Task_PC,Detail_PC,Modality_PC,Emotion_PC
6581,11,R4140,R4,MWQ,Focus,1,2,367.213288,368.539249,0.317834,5,362.539249,6,1,0.082,-2.33,0.241,-0.462
6598,11,R4140,R4,MWQ,Focus,1,4,444.241752,445.709422,-0.324166,6,439.709422,6,1,-0.437,0.257,0.178,-1.213
6704,13,R4302,R1,MWQ,Focus,1,4,230.851923,232.428091,2.619585,3,226.428091,6,1,0.48,-0.334,-2.03,1.788
6724,13,R4302,R1,MWQ,Focus,1,3,317.220164,318.896363,0.326389,4,312.896363,6,1,-0.788,-0.043,0.911,-0.82
6743,13,R4302,R1,MWQ,Focus,1,2,401.837156,403.454966,0.9687,5,397.454966,6,1,-0.736,-0.521,0.741,0.49
6758,13,R4302,R1,MWQ,Focus,1,1,473.003161,474.520851,0.576545,6,468.520851,6,1,-0.988,0.739,-0.723,-0.532
6872,13,R4302,R2,MWQ,Focus,1,4,345.698754,347.316479,-0.023841,5,341.316479,6,1,1.373,-1.214,-0.169,0.621
6904,13,R4302,R2,MWQ,Focus,1,3,465.923819,467.441561,1.043448,6,461.441561,6,1,-0.08,-0.426,-0.09,0.845
6948,13,R4302,R3,MWQ,Focus,1,2,5.262281,6.888432,0.643225,1,0.888432000000002,6,1,-1.211,0.353,0.233,1.052
6966,13,R4302,R3,MWQ,Focus,1,3,85.826451,87.544321,0.58507,2,81.544321,6,1,-0.825,0.797,0.084,0.238
6982,13,R4302,R3,MWQ,Focus,1,1,160.152938,161.528925,0.701604,3,155.528925,6,1,-2.549,0.689,-0.227,0.615
7000,13,R4302,R3,MWQ,Focus,1,2,240.667017,242.284864,0.49321,4,236.284864,6,1,-1.867,0.9,-1.046,0.836
7114,13,R4302,R4,MWQ,Focus,1,2,50.852134,52.528069,0.418404,1,46.528069,6,1,-0.246,0.112,-1.107,1.413
7129,13,R4302,R4,MWQ,Focus,1,3,122.752065,124.219704,1.527337,2,118.219704,6,1,0.4,-0.528,-0.783,0.501
7344,14,R4275,R1,MWQ,Focus,1,4,391.313303,393.031183,0.359767,5,387.031183,6,1,1.147,1.761,-1.356,1.565
7359,14,R4275,R1,MWQ,Focus,1,3,462.912966,464.639162,0.376433,6,458.639162,6,1,0.479,0.408,-2.363,0.847
7405,14,R4275,R2,MWQ,Focus,1,4,16.811997,18.387737,-0.507237,1,12.387737,6,1,1.758,0.708,0.108,1.732
7420,14,R4275,R2,MWQ,Focus,1,3,88.119811,89.495778,0.126011,2,83.495778,6,1,0.247,0.367,-0.792,-0.124
7440,14,R4275,R2,MWQ,Focus,1,4,174.029392,175.705589,-0.065208,3,169.705589,6,1,1.752,0.72,-1.136,0.782
7553,14,R4275,R3,MWQ,Focus,1,4,7.538918,9.006247,-0.473973,1,3.006247,6,1,0.877,1.625,1.579,0.247
7579,14,R4275,R3,MWQ,Focus,1,3,112.636795,114.254585,0.026369,2,108.254585,6,1,-0.453,1.311,-1.006,0.778
7594,14,R4275,R3,MWQ,Focus,1,3,184.528288,186.24609,-0.27358,3,180.24609,6,1,0.734,0.011,-0.539,0.798
7761,14,R4275,R4,MWQ,Focus,1,3,229.634494,231.252218,0.493282,3,225.252218,6,1,0.716,0.766,-1.388,1.134
7777,14,R4275,R4,MWQ,Focus,1,4,304.219476,305.687229,1.952386,4,299.687229,6,1,0.379,0.382,-1.559,0.972
7796,14,R4275,R4,MWQ,Focus,1,4,388.202774,389.670474,2.152498,5,383.670474,6,1,1.065,1.66,-0.331,1.725
7812,14,R4275,R4,MWQ,Focus,1,4,462.620998,464.347286,-0.482381,6,458.347286,6,1,0.668,-0.455,-1.237,2.279
7867,16,R4307,R1,MWQ,Focus,1,3,42.704915,44.280702,1.193889,1,38.280702,6,1,0.658,-0.411,-0.239,-0.512
7885,16,R4307,R1,MWQ,Focus,1,2,123.894512,125.562353,1.118795,2,119.562353,6,1,-0.192,0.119,0.962,-0.77
8097,16,R4307,R2,MWQ,Focus,1,1,413.803932,415.37171,-0.149037,6,409.37171,6,1,-1.746,0.705,1.626,0.575
8211,16,R4307,R3,MWQ,Focus,1,3,222.838107,224.305713,0.718252,3,218.305713,6,1,-0.319,-1.074,-0.253,0.385
8226,16,R4307,R3,MWQ,Focus,1,3,294.671229,296.047211,0.926552,4,290.047211,6,1,-0.055,0.182,-0.157,-0.063
8247,16,R4307,R3,MWQ,Focus,1,2,382.49878,383.866425,0.534623,5,377.866425,6,1,-0.378,-0.997,-0.353,0.382
8266,16,R4307,R3,MWQ,Focus,1,1,465.366362,466.890634,-0.065605,6,460.890634,6,1,-1.079,0.149,0.303,-0.112
8308,16,R4307,R4,MWQ,Focus,1,4,7.297034,8.97292099999999,-0.565649,1,2.97292099999999,6,1,0.673,-0.498,-0.78,0.68
8328,16,R4307,R4,MWQ,Focus,1,4,93.173212,94.791033,-0.532623,2,88.791033,6,1,0.686,0.729,-0.133,0.271
8541,17,R4220,R1,MWQ,Focus,1,4,359.040874,360.708721,-0.399143,5,354.708721,6,1,1.624,0.122,-1.998,1.341
8556,17,R4220,R1,MWQ,Focus,1,4,431.140891,432.70866,-0.065501,6,426.70866,6,1,1.569,-0.863,-1.797,0.945
8666,17,R4220,R2,MWQ,Focus,1,4,227.983464,229.55088,-0.223506,3,223.55088,6,1,0.929,-0.383,-1.13,1.29
8681,17,R4220,R2,MWQ,Focus,1,4,300.125169,301.642897,-0.04899,4,295.642897,6,1,0.653,0.288,-0.295,0.335
8696,17,R4220,R2,MWQ,Focus,1,4,371.366211,372.842287,-0.232523,5,366.842287,6,1,0.984,-0.305,-1.196,0.877
8711,17,R4220,R2,MWQ,Focus,1,3,443.274439,444.641961,-0.057278,6,438.641961,6,1,0.942,-1.524,-1.161,0.959
8761,17,R4220,R3,MWQ,Focus,1,4,8.289417,9.815139,-0.215436,1,3.815139,6,1,1.218,-1.232,-1.625,0.847
8911,17,R4220,R4,MWQ,Focus,1,4,5.562564,7.038259,-0.365483,1,1.038259,6,1,1.455,-1.637,-1.16,-0.528
8926,17,R4220,R4,MWQ,Focus,1,4,77.020366,78.438089,-0.274249,2,72.438089,6,1,1.077,-0.228,-2.061,-0.717
8957,17,R4220,R4,MWQ,Focus,1,4,194.393452,195.76945,-0.240897,3,189.76945,6,1,0.169,-0.299,-1.125,1.246
9119,18,R4007,R1,MWQ,Focus,1,4,229.284355,231.010582,-0.524166,3,225.010582,6,1,1.648,0.418,-0.082,-1.154
9143,18,R4007,R1,MWQ,Focus,1,4,326.076487,327.394081,-0.032425,4,321.394081,6,1,1.914,0.365,0.263,-0.867
9158,18,R4007,R1,MWQ,Focus,1,4,397.167442,398.693551,0.117686,5,392.693551,6,1,1.879,0.704,0.25,-0.943
9174,18,R4007,R1,MWQ,Focus,1,4,471.594066,473.32029,-0.415778,6,467.32029,6,1,1.824,1.154,0.433,-1.178
9218,18,R4007,R2,MWQ,Focus,1,4,18.813376,20.539312,0.31845,1,14.539312,6,1,1.766,0.055,0.264,-0.894
9245,18,R4007,R2,MWQ,Focus,1,3,126.054526,127.580633,0.876268,2,121.580633,6,1,-0.158,-0.806,1.221,1.165
9260,18,R4007,R2,MWQ,Focus,1,4,197.662601,199.088603,-0.274282,3,193.088603,6,1,1.261,0.104,0.215,-0.214
9367,18,R4007,R3,MWQ,Focus,1,3,14.160201,15.535867,0.009539,1,9.535867,6,1,-0.574,-0.074,-0.399,0.911
9382,18,R4007,R3,MWQ,Focus,1,4,85.859964,87.336011,0.351611,2,81.336011,6,1,-0.027,-1.319,0.127,1.339
9555,18,R4007,R4,MWQ,Focus,1,1,149.670785,151.24692,0.03441,2,145.24692,6,1,-1.126,-1.077,-0.133,0.331
9572,18,R4007,R4,MWQ,Focus,1,4,226.424021,227.791594,0.468001,3,221.791594,6,1,0.004,0.483,0.812,0.295
9587,18,R4007,R4,MWQ,Focus,1,3,297.565044,299.041137,0.276545,4,293.041137,6,1,-1.167,0.215,-0.919,0.383
