unique_ID,RNUM,counter,Task,Detail,Modality,Emotion
23157,R4119,5.099672,1.117,1.666,-0.396,-0.91
23259,R4119,2.925001,1.699,1.832,-0.222,-0.212
23280,R4119,7.92475,1.768,1.152,-0.196,-0.06
23298,R4119,2.42462,1.733,1.492,-0.209,-0.136
23474,R4119,2.624837,1.699,1.832,-0.222,-0.212
23496,R4119,7.37501,1.699,1.832,-0.222,-0.212
23518,R4119,2.875039,1.699,1.832,-0.222,-0.212
24257,R4662,2.575206,1.124,0.949,0.266,-0.054
24320,R4662,5.249831,1.354,0.666,0.774,-1.241
24528,R4662,2.825325,-0.692,-0.587,-0.828,0.175
24547,R4662,2.42478,-0.661,-0.584,-0.281,0.749
24563,R4662,4.899581,0.039,-0.207,0.665,0.583
24621,R4662,5.149881,-1.025,-0.039,-0.865,0.24
24636,R4662,2.774939,0.74,0.444,0.756,-0.079
24653,R4662,7.324334,-0.145,-1.063,-0.776,0.752
24668,R4662,2.874787,-1.296,0.287,0.127,-0.787
24773,R4530,4.858337,2.157,0.498,-0.454,1.09
24793,R4530,2.82495,2.169,0.091,0.84,0.919
24812,R4530,2.525122,1.153,0.566,0.427,1.778
24920,R4530,2.575056,1.46,0.342,-0.076,1.743
24938,R4530,2.824954,0.374,-0.373,1.49,0.953
24955,R4530,7.424534,0.293,0.08,0.321,-0.457
25147,R4530,5.249943,0.001,0.009,0.003,-0.007
25172,R4530,2.374709,0.001,0.009,0.003,-0.007
25281,R4530,7.574831,1.181,0.325,0.282,2.43
25301,R4530,5.299807,0.824,0.057,0.479,2.016
25323,R4530,5.149517,1.322,0.652,1.904,0.373
25445,R4487,2.67513,0.691,-0.851,-1.369,0.47
25475,R4487,2.775131,-0.298,-1.262,0.273,1.432
25539,R4487,2.825134,-1.781,-0.427,1.04,0.459
25554,R4487,2.574785,-1.36,-1.963,-0.243,0.215
25741,R4487,7.774623,-0.294,-0.056,0.854,0.085
25759,R4487,2.674837,-0.703,-1.126,1.203,-0.322
25780,R4487,2.875263,-1.117,-1.404,0.67,0.579
25833,R4487,2.724926,0.484,-0.783,-0.907,0.388
25850,R4487,7.424818,0.139,-1.474,0.333,-0.809
25973,R4509,2.624705,0.674,0.382,0.816,-1.064
25993,R4509,5.400022,0.866,1.486,0.62,-1.047
26017,R4509,5.249871,-0.462,-0.989,-1.033,0.075
26032,R4509,2.324664,-0.948,0.353,-0.088,-1.783
26124,R4509,2.374766,-1.72,0.303,-0.911,0.054
26142,R4509,2.374667,0.6,1.198,0.974,-0.537
26161,R4509,2.124609,-0.265,2.016,1.067,-3.156
26325,R4509,2.425138,-0.247,0.632,0.523,-1.331
26341,R4509,4.900098,-1.655,-0.787,0.165,-1.068
26364,R4509,5.200082,-0.44,-0.334,-0.773,-0.64
26380,R4509,5.600311,-1.313,-0.348,0.533,-0.58
26496,R4509,2.574954,0.138,0.444,0.186,-0.203
26516,R4509,7.72435,-2.081,-0.69,0.142,-0.225
26532,R4509,5.450209,-1.262,0.528,-0.365,-0.174
26636,R4169,5.299686,0.338,0.879,-0.953,0.949
26656,R4169,5.358399,0.716,-0.251,-0.316,-0.685
26671,R4169,2.533123,-0.551,0.705,-1.674,-0.55
26686,R4169,2.525159,-0.839,0.749,-1.015,-1.097
26739,R4169,2.474565,0.576,-0.224,0.385,-0.731
26756,R4169,7.674572,-0.416,1.02,-0.142,-2.039
26775,R4169,2.574828,-0.235,-0.507,-1.258,-0.64
26948,R4169,2.675515,-0.514,0.43,-1.944,0.21
26963,R4169,2.674873,1.027,0.589,-1.145,-0.481
26979,R4169,5.099708,-0.145,0.019,-0.141,-0.064
27030,R4169,2.424706,0.422,0.865,-1.195,0.114
27046,R4169,5.350092,0.066,-0.501,-1.341,-0.216
27074,R4169,7.524516,-1.116,0.458,-1.403,0.468
27245,R4659,2.224807,-0.635,0.711,1.042,-0.248
27271,R4659,5.550006,1.245,1.565,1.081,-0.49
27286,R4659,2.67496,1.07,1.035,-0.813,0.34
27332,R4659,2.625124,0.319,0.83,-1.603,-0.472
27354,R4659,5.049603,0.26,1.018,-1.367,-1.161
27375,R4659,5.099713,0.398,1.382,-1,-0.673
27390,R4659,2.375007,-0.124,0.818,-1.542,0.551
27483,R4659,2.674779,-0.091,0.766,-1.036,1.428
27499,R4659,5.299715,-0.128,-0.375,-0.505,1.075
27515,R4659,4.999747,-0.376,0.534,-0.271,0.307
27534,R4659,4.799869,-0.273,0.15,-0.669,-0.184
27698,R4659,2.274707,-1.274,0.373,-0.594,0.175
27713,R4659,2.324614,-0.812,-0.827,0.08,-0.948
27747,R4659,4.899825,0.151,0.086,-0.867,0.314
27786,R4500,5.40006,0.872,-1.28,-1.097,-0.349
27816,R4500,2.525188,-1.444,1.082,-0.321,-0.635
28015,R4500,2.524743,1.622,0.179,-0.705,0.765
28034,R4500,2.524734,-0.807,-0.39,2.217,1.572
28155,R4500,5.249511,0.143,0.761,0.04,-2.073
28170,R4500,2.524889,-1.973,-0.329,-0.216,-0.044
28195,R4500,7.624629,-2.31,0.674,-2.091,0.862
28238,R4500,2.42502,0.745,0.639,-1.145,0.931
28257,R4500,5.349537,-0.18,-0.987,0.634,0.979
28274,R4500,7.325023,-0.835,-1.293,1.121,1.516
28294,R4500,5.04983,-1.299,-1.608,1.141,0.424
28440,R4235,2.524936,0.925,0.348,0.891,1.75
28461,R4235,2.425064,0.759,1.698,1.44,1.045
28477,R4235,5.750015,0.759,1.698,1.44,1.045
28502,R4235,5.149761,0.344,0.4,-0.719,2.392
28621,R4235,2.324742,0.552,0.309,0.811,1.761
28639,R4235,2.82485,1.22,0.236,-0.584,1.099
28696,R4235,7.87483,1.633,-1.557,-1.589,-0.038
28717,R4235,2.775023,2.076,-0.629,-1.591,0.044
28732,R4235,2.625212,1.791,-0.382,-1.695,1.041
28747,R4235,2.42495,1.662,0.21,-0.418,-1.457
28846,R4235,4.499576,2.007,0.222,0.364,-0.378
28870,R4235,2.624729,0.517,-0.669,1.638,-0.736
28889,R4235,4.700048,0.429,-0.433,-1.642,1.501
29034,R4678,8.07486,2.023,0.012,0.258,-0.476
29049,R4678,2.424794,2.034,-0.116,-0.936,-0.197
29066,R4678,7.824311,2.093,-0.074,0.119,-0.287
29081,R4678,2.724716,2.03,-0.161,-0.41,-0.312
29099,R4678,2.674891,1.892,-0.071,-0.363,0.467
29154,R4678,2.674774,0.417,0.409,-0.902,-0.857
29177,R4678,2.174976,0.417,0.409,-0.902,-0.857
29295,R4678,2.833256,2.097,-0.029,-0.407,-0.172
29310,R4678,2.475323,2.034,-0.116,-0.936,-0.197
29340,R4678,5.249766,2.16,0.058,0.122,-0.146
29504,R4678,4.949843,0.241,-0.853,-1.577,-1.143
29528,R4678,7.924871,1.893,-0.977,-0.296,-0.337
29543,R4678,2.524764,2.065,-0.501,-0.397,-0.236
29558,R4678,2.424964,0.423,0.047,0.071,-1.035
29648,R4610,2.775114,1.396,-1.936,-0.682,-0.804
29667,R4610,2.525202,1.3,-0.075,-1.205,-1.503
29683,R4610,4.849826,1.576,-0.31,-1.172,-1.394
29698,R4610,2.324567,1.24,-1.256,-1.314,-1.063
29826,R4610,2.42493,-0.29,-1.417,0.014,-0.411
29842,R4610,5.249852,-0.014,-1.303,-0.12,0.239
29900,R4610,5.249913,1.098,-1.208,-0.598,-0.331
29922,R4610,4.89957,-0.961,-0.429,-0.483,0.03
29940,R4610,2.625094,-0.464,-1.287,-0.153,0.122
29956,R4610,5.400178,0.022,-0.817,-0.869,-0.379
30050,R4610,2.224826,0.785,-0.859,-0.507,-0.603
30068,R4610,2.574994,0.421,-1.104,-0.646,0.113
30208,R4538,5.516689,0.001,0.009,0.003,-0.007
30223,R4538,2.724711,0.001,0.009,0.003,-0.007
30238,R4538,2.725017,0.001,0.009,0.003,-0.007
30361,R4538,5.249702,1.995,0.534,1.309,1.175
30377,R4538,5.549872,1.732,1.334,1.739,1.572
30392,R4538,2.924914,1.453,1.091,0.92,0.739
30408,R4538,4.899951,1.239,0.598,0.292,0.922
30574,R4538,2.525034,1.343,0.828,-1.505,0.741
30589,R4538,2.525046,1.417,-0.326,-1.719,1.098
30613,R4538,7.974856,1.044,-0.365,-1.798,1.109
30665,R4538,2.525003,2.189,0.952,1.17,-0.365
30870,R4519,4.749513,0.849,-0.935,0.279,0.517
30889,R4519,4.949216,1.057,-0.512,0.084,0.862
30915,R4519,2.374889,-0.182,0.004,1.286,2.117
31012,R4519,2.674922,1.388,0.36,-0.07,1.029
31028,R4519,4.949923,0.399,0.48,0.055,-0.137
31043,R4519,2.575269,0.704,0.904,0.112,0.349
31065,R4519,2.524802,1.693,1.946,0.448,0.825
31107,R4519,2.474607,-0.074,-0.494,0.734,0.537
31135,R4519,5.050234,0.256,0.263,0.686,1.057
31151,R4519,5.100052,1.612,0.335,0.49,1.308
31261,R4519,2.783208,0.939,0.919,0.573,0.374
31282,R4519,2.674647,0.165,0.949,0.728,1.3
31301,R4519,5.049837,0.194,0.554,-0.11,0.356
31409,R4661,2.675003,-0.173,-1.615,-1.183,-0.666
31433,R4661,2.174793,-0.309,-0.372,-1.043,-1.134
31450,R4661,7.774649,-0.061,-1.027,0.258,-0.154
31611,R4661,2.474662,-0.985,0.602,-0.283,-0.929
31627,R4661,4.899471,-0.348,0.193,0.193,0.044
31645,R4661,2.525196,0.309,-0.309,-0.762,-0.183
31662,R4661,7.624629,0.025,0.478,0.204,-1.181
31726,R4661,4.949884,-1.534,0.167,0.065,-0.641
31930,R4661,2.774833,-0.41,0.296,-0.462,0.177
31945,R4661,2.524686,-0.636,-0.387,-0.452,1.676
31974,R4661,2.9251,-0.773,0.567,-0.002,-0.905
32077,R4544,5.099926,0.936,2.525,1.545,-0.82
32107,R4544,5.499667,0.338,1.71,0.785,-0.177
32122,R4544,2.675052,-0.361,-0.859,-0.013,0.24
32164,R4544,2.474803,-1.006,0.812,0.354,-2.102
32186,R4544,2.574795,0.307,1.035,-0.058,-2.178
32201,R4544,2.675059,-0.622,-0.104,0.326,-0.562
32217,R4544,5.258027,-0.407,-0.624,0.031,-0.226
32368,R4544,2.524749,-0.321,-0.866,-0.82,0.926
32383,R4544,2.925058,-0.288,-0.133,0.596,-0.081
32399,R4544,5.149542,-1.016,0.735,-0.123,-1.219
32422,R4544,2.574871,-0.377,0.143,-0.092,-1.218
32466,R4544,2.775144,-1.03,0.247,-1.036,-0.95
32483,R4544,7.124596,-0.937,0.132,0.381,-1.95
32498,R4544,2.624975,-1.156,0.927,-0.121,-0.59
32514,R4544,5.249746,-1.298,-0.221,-2.23,-0.427
32621,R4524,2.675212,0.172,-0.797,2.031,-0.717
32646,R4524,4.799806,0.196,0.179,-0.727,-1.134
32824,R4524,2.574799,0.172,0.18,0.624,-0.031
32843,R4524,5.24959,-0.591,0.043,0.384,0.921
32861,R4524,2.224643,-0.214,-0.032,1.018,-1.401
32880,R4524,4.999442,-0.66,-0.103,0.777,-0.955
32986,R4524,2.675017,0.327,0.068,-0.006,0.781
33011,R4524,2.774894,-0.224,-0.392,0.72,-0.484
33026,R4524,2.174673,-0.139,1.194,0.616,0.639
33073,R4524,2.474637,0.159,-1.43,0.96,0.223
33095,R4524,5.000034,-0.042,0.99,2.5,-0.14
33111,R4524,5.30014,-0.875,1.281,0.052,-1.904
33126,R4524,2.224585,-1.273,1.771,-0.3,-2.064
33288,R4132,8.274856,1.648,0.452,0.559,0.118
33303,R4132,2.824851,0.601,0.18,0.439,0.742
33327,R4132,2.424756,1.299,1.219,0.997,-0.078
33389,R4132,5.349786,-0.608,1.349,0.051,-0.003
33404,R4132,2.67506,0.431,0.344,0.404,0.098
33420,R4132,4.899674,-0.21,-0.267,0.124,-1.246
33597,R4132,5.049383,0.896,0.256,1.044,-0.361
33612,R4132,2.274717,1.071,0.069,1.171,-0.651
33688,R4132,7.8747,1.609,1.046,0.319,-0.297
33918,R4447,2.374865,1.527,0.381,-0.121,1.46
33933,R4447,2.475061,0.826,1.49,-0.773,1.873
33977,R4447,4.857874,1.156,0.683,-0.586,0.981
33993,R4447,5.099974,0.456,1.182,0.71,1.036
34022,R4447,2.824836,-0.121,0.259,-1.127,1.172
34135,R4447,2.774969,0.26,0.229,-1.074,0.718
34345,R4447,5.150073,1.387,0.309,-0.981,0.201
34366,R4447,7.624808,-0.795,0.25,-0.958,0.153
34390,R4447,2.574912,0.588,0.913,-1.572,0.965
34430,R4268,5.199734,0.465,-1.03,-1.236,-0.099
34445,R4268,2.474763,0.105,-1.115,-0.901,0.405
34467,R4268,5.249976,1.279,-0.45,-1.707,-0.731
34584,R4268,2.824891,0.445,0.406,-1.517,-0.228
34603,R4268,5.099922,0.219,1.025,-1.438,-1.052
34618,R4268,2.875231,-0.052,-0.097,-0.859,0.565
34785,R4268,2.825152,0.099,0.743,-2.141,-2.169
34800,R4268,2.674964,-0.383,0.418,-2.229,-1.836
34819,R4268,2.325039,0.329,0.125,-1.805,-0.582
34841,R4268,2.374737,-0.066,2.094,-1.591,-2.874
34933,R4268,2.42506,-0.101,0.636,-1.144,-0.04
34957,R4268,2.624743,-1.088,0.812,0.48,1.843
34978,R4268,2.32487,0.315,-0.713,-1.953,0.608
34994,R4268,4.599564,-0.716,-0.111,-1.839,1.24
35105,R4255,2.578597,1.025,1.739,0.736,1.352
35126,R4255,2.628748,1.495,1.56,-1.163,1.239
35143,R4255,8.086055,0.796,1.392,-1.184,1.467
35241,R4255,2.728612,1.524,1.388,-0.412,1.096
35259,R4255,2.478381,1.605,0.68,1.213,2.555
35275,R4255,5.006884,1.21,0.656,1.023,2.799
35290,R4255,2.578588,1.727,1.5,0.897,0.19
35343,R4255,2.478515,1.49,1.691,-0.222,1.831
35361,R4255,2.478494,1.945,1.329,-0.023,2.18
35379,R4255,2.328375,-0.068,0.557,0.353,-0.121
35487,R4255,5.207,1.528,0.611,-0.327,1.603
35506,R4255,2.528495,1.562,0.271,-0.314,1.679
35521,R4255,2.628737,0.143,0.763,-0.546,1.117
35536,R4255,2.478444,-1.242,1.085,0.315,1.555
35642,R4258,7.685569,1.234,-0.69,1.416,-0.875
35667,R4258,5.157112,1.68,-0.77,0.881,0.01
35791,R4258,2.57862,1.248,-1.646,-0.298,-1.331
35813,R4258,7.785738,1.213,-1.306,-0.312,-1.407
35828,R4258,2.278283,1.338,-1.989,1.297,-1.46
35846,R4258,2.420341,1.445,-1.773,0.419,-0.875
36018,R4258,2.428548,1.217,-1.261,-0.838,-1.291
36045,R4258,2.578583,1.336,-1.178,1.273,-1.472
36146,R4258,2.778761,1.153,-1.348,-1.367,-1.316
36161,R4258,2.929023,1.343,-1.087,0.221,-1.241
36176,R4258,2.928887,0.78,-1.387,-1.446,-1.305
36202,R4258,4.956858,-0.092,-1.406,-1.513,-2.062
36250,R4497,2.58688,1.115,1.058,1.103,0.44
36265,R4497,2.328161,1.541,1.233,-0.082,1.139
36280,R4497,2.578533,1.574,0.575,-0.571,1.057
36472,R4497,5.106385,1.222,0.478,-0.877,0.344
36487,R4497,2.528393,1.48,-0.784,-0.506,0.533
36502,R4497,2.478546,1.275,-0.894,0.262,0.291
36607,R4497,2.578584,1.694,-0.021,-0.617,-0.788
36626,R4497,2.678505,1.264,-0.632,-0.369,0.372
36651,R4497,2.578642,0.064,-0.767,-1.218,-0.725
36702,R4497,4.756592,0.583,-0.557,-1.426,0.073
36719,R4497,7.835748,0.848,-0.572,-1.464,0.153
36739,R4497,7.38525,1.693,-0.902,0.684,0.114
