unique_ID,RNUM,counter,Task,Detail,Modality,Emotion
23347,R4119,7.274748,-0.544,0.775,-0.148,-0.969
23365,R4119,2.524759,-0.585,1.08,-0.032,-1.776
23415,R4119,2.474561,1.367,0.888,1.181,-0.787
23430,R4119,2.924986,-0.068,-1.022,-0.602,-0.043
23449,R4119,2.674743,0.858,0.729,0.411,-0.366
24166,R4662,7.424457,0.174,-1.08,-0.156,1.197
24181,R4662,2.524881,-0.69,-0.558,0.696,0.489
24196,R4662,2.774977,1.19,-0.517,0.272,0.667
24213,R4662,8.024509,0.651,-0.396,0.102,0.527
24231,R4662,2.575088,0.159,-0.268,0.298,0.634
24357,R4662,2.574664,0.718,0.216,-0.531,-0.684
24372,R4662,2.374802,0.531,0.111,-0.517,-0.959
24390,R4662,2.424768,-0.455,-0.05,0.241,0.507
24405,R4662,2.433011,-0.12,0.831,-0.07,-1.221
24422,R4662,7.924899,0.374,0.269,-0.849,-1.247
24466,R4662,2.374487,-0.189,0.255,-0.572,0.322
24495,R4662,7.22472,-0.638,0.566,0.876,-0.748
24510,R4662,2.924866,-0.891,-0.624,0.114,-0.314
24708,R4662,2.825098,0.097,0.05,0.386,-0.122
24723,R4662,2.775035,-0.356,0.522,0.547,-0.024
24833,R4530,2.375035,-0.471,-0.322,-0.553,0.751
24858,R4530,5.51681,-0.295,-0.041,-0.128,1.342
24877,R4530,5.449791,0.421,-0.861,-0.09,0.875
24978,R4530,2.575002,-0.352,0.578,-0.613,0.401
24999,R4530,5.350107,0.12,-0.883,0.075,1.788
25021,R4530,2.42495,-0.099,0.036,0.637,-1.031
25068,R4530,5.200014,0.001,0.009,0.003,-0.007
25084,R4530,5.349819,0.001,0.009,0.003,-0.007
25103,R4530,2.474613,0.001,0.009,0.003,-0.007
25125,R4530,2.174485,0.001,0.009,0.003,-0.007
25221,R4530,2.524596,0.389,-0.208,0.483,0.911
25236,R4530,2.174491,0.495,0.906,0.521,0.614
25262,R4530,4.999541,0.287,-0.019,0.415,2.661
25369,R4487,2.374593,1.074,-1.98,-0.093,-0.674
25384,R4487,2.924957,0.906,-1.193,-1.524,-0.785
25403,R4487,5.149937,-0.179,-0.906,-0.113,-0.647
25427,R4487,5.200119,-0.052,-1.387,0.883,0.334
25572,R4487,5.149854,0.309,-1.89,0.195,-0.065
25588,R4487,5.549806,-0.212,-1.047,0.679,0.663
25618,R4487,5.249791,-1.087,-0.206,0.107,-0.855
25633,R4487,2.824969,0.038,-0.801,1.827,-0.312
25684,R4487,5.150006,-0.085,0.162,-0.185,-0.141
25700,R4487,5.149751,-1.268,-1.157,1.559,1.23
25715,R4487,2.524802,0.374,-0.742,0.086,-0.618
25873,R4487,2.525001,-0.974,0.063,1.243,-2.029
25892,R4487,2.524903,-1.34,-0.433,-1.532,-1.176
25908,R4487,5.149509,-1.121,-0.264,-0.252,-0.338
25929,R4487,6.974585,-1.066,-0.349,-0.323,1.297
26058,R4509,4.949798,-1.154,-0.636,0.467,-0.237
26076,R4509,2.525133,-1.177,-0.787,-0.174,0.247
26187,R4509,5.49972,-2.769,0.849,2.015,-2.478
26206,R4509,4.949608,-1.261,2.562,0.564,-0.718
26229,R4509,2.574909,-2.096,2.37,0.292,-1.284
26278,R4509,2.425002,-1.733,0,0.446,-1.932
26308,R4509,5.099532,-1.68,-1.243,-0.616,-1.064
26429,R4509,2.374857,-1.344,-0.854,-0.292,-1.236
26444,R4509,2.774632,-1.14,-0.691,0.418,-1.219
26466,R4509,5.299807,-1.233,0.9,0.161,-0.983
26578,R4169,5.499761,1.142,0.006,-0.285,-0.789
26594,R4169,5.149264,-0.424,0.691,0.052,0.135
26792,R4169,2.574851,-0.574,1.49,-1.171,-1.07
26808,R4169,5.299902,-0.788,-0.464,0.009,0.782
26829,R4169,5.500045,-0.589,-0.461,-0.89,-0.02
26879,R4169,2.725036,-0.672,0.445,-1.274,0.707
26900,R4169,7.974606,-0.55,0.412,-0.828,-1.353
26918,R4169,2.174751,-0.597,-0.217,-1.683,1.281
27094,R4169,2.574977,-1.022,0.29,-1.48,0.821
27109,R4169,2.52444,-1.014,0.572,-0.241,1.009
27131,R4169,2.274546,-0.481,0.257,-0.185,-0.368
27181,R4659,2.675008,1.007,0.134,1.036,-0.185
27198,R4659,8.07468,0.663,1.464,1.462,-0.298
27216,R4659,2.424759,0.184,0.096,0.812,0.185
27419,R4659,8.324643,-0.476,-0.155,-0.428,0.958
27445,R4659,2.624897,-0.386,0.47,-0.859,0.861
27567,R4659,7.62486,-0.54,0.487,-1.156,0.165
27595,R4659,5.44969,-0.402,-0.122,-0.264,0.514
27638,R4659,2.733193,-0.243,0.034,-1.378,0.931
27653,R4659,2.374494,-0.007,0.082,-1.431,0.621
27678,R4659,5.099813,-0.226,0.516,-1.033,0.261
27843,R4500,5.00002,1.605,0.282,-0.727,-0.537
27865,R4500,2.57491,-0.957,1.395,1.678,0.884
27880,R4500,2.624825,-0.668,-1.244,0.784,-0.901
27897,R4500,7.524516,-0.488,-0.295,0.75,1.732
27936,R4500,2.67478,0.992,-1.065,-1.367,0.997
27951,R4500,2.724951,0.927,-0.952,-0.95,0.143
27966,R4500,2.624832,-1.035,-0.41,-1.124,0.088
27994,R4500,8.324975,-2.129,0.774,0.399,-0.62
28094,R4500,2.674945,-0.454,-0.448,-1.239,1.376
28113,R4500,5.200008,-0.477,-2.696,-0.78,-0.275
28131,R4500,2.524939,-1.016,-1.086,-0.171,2.526
28325,R4500,3.999668,-1.886,0.171,1.462,-1.256
28340,R4500,2.775005,-2.66,1.187,-1.636,0.272
28405,R4235,2.475,1.248,0.073,-1.687,-0.283
28422,R4235,7.624684,1.248,0.073,-1.687,-0.283
28540,R4235,2.875042,1.438,0.334,-0.1,-0.208
28560,R4235,4.949758,1.248,0.073,-1.687,-0.283
28577,R4235,8.074921,0.14,-0.302,-0.019,0.693
28595,R4235,2.674865,1.248,0.073,-1.687,-0.283
28765,R4235,2.474428,2.152,-1.174,0.979,-0.335
28804,R4235,4.949985,2.141,-0.815,0.232,0.926
28907,R4235,2.274586,1.388,0.16,0.001,1.437
28930,R4235,5.049544,2.187,-0.754,-1.453,1.497
28954,R4235,2.575006,-0.235,0.751,-1.524,2.228
29012,R4678,5.14981,1,0.133,1.457,-0.981
29204,R4678,2.525049,-0.102,-1.937,1.321,0.525
29220,R4678,5.049875,-0.506,-0.849,-0.064,-1.286
29238,R4678,2.624745,-1.479,-0.364,-0.277,-0.366
29257,R4678,5.45023,-0.334,-0.451,1.146,-0.755
29357,R4678,2.825187,0.577,-0.68,-0.983,0.325
29372,R4678,2.274606,0.477,-0.996,0.053,-0.836
29387,R4678,2.674904,2.068,-0.456,-0.923,-0.12
29446,R4678,2.674684,1.92,-0.765,-0.922,-0.147
29475,R4678,2.274909,0.642,-0.691,0.742,1.607
29612,R4610,4.950037,-0.605,-2.663,-0.036,-0.041
29631,R4610,2.474875,-0.816,-0.589,0.538,-0.307
29757,R4610,2.474728,-1.346,-1.576,-0.253,0.357
29773,R4610,5.558121,-1.132,-1.413,-0.179,-0.056
29790,R4610,7.574412,-1.307,0.209,-0.323,0.395
29805,R4610,2.224551,-0.471,-1.266,-0.427,-0.067
29985,R4610,4.899781,-1.266,-0.947,-0.511,0.83
30001,R4610,5.249625,-0.624,-2.198,0.087,0.978
30100,R4610,2.625137,-1.333,-1.16,-0.423,1.784
30117,R4610,7.574477,-0.652,-0.874,0.121,-0.494
30132,R4610,2.525129,-0.971,-1.086,-0.244,-1.423
30148,R4610,5.399552,-1.291,0.156,-0.813,-1.379
30269,R4538,5.149612,0.001,0.009,0.003,-0.007
30289,R4538,2.424697,0.001,0.009,0.003,-0.007
30309,R4538,4.899855,0.001,0.009,0.003,-0.007
30437,R4538,5.199728,-1.094,0.842,0.969,1.31
30455,R4538,2.274983,-0.666,1.081,1.431,1.468
30507,R4538,5.650085,-0.886,-0.283,-1.537,-1.611
30527,R4538,2.174935,-1.37,1.213,-1.688,-2.79
30546,R4538,5.099962,-0.966,1.042,-0.116,-1.052
30694,R4538,2.474967,1.064,-0.558,-1.197,-1.628
30714,R4538,2.674939,-0.208,1.168,0.699,-0.175
30729,R4538,2.174679,-1.445,0.267,-0.288,-1.018
30744,R4538,2.17465,-1.23,0.205,0.115,1.28
30759,R4538,2.724701,-0.885,0.203,-1.404,-0.723
30805,R4519,2.525198,1.168,-0.328,1.497,0.177
30832,R4519,2.475043,0.686,-0.052,0.233,0.359
30848,R4519,5.299909,1.656,-1.025,0.142,1.579
30956,R4519,2.324523,0.485,0.282,-0.818,0.167
30973,R4519,7.725107,0.868,-1.096,0.679,0.504
31176,R4519,2.524774,0.235,1.628,-0.284,1.568
31194,R4519,2.874909,0.328,0.568,-0.091,-0.04
31212,R4519,2.824963,-0.801,0.63,0.443,-1.084
31329,R4519,2.775123,-1.54,1.521,-1.058,1.185
31344,R4519,2.324591,1.023,0.838,0.751,0.018
31360,R4519,5.199723,-0.382,0.779,1.361,0.567
31475,R4661,5.00004,0.556,-0.133,0.08,-0.679
31504,R4661,2.725169,-0.573,-0.359,-1.575,0.591
31519,R4661,2.675058,-0.576,-0.314,-1.234,-0.592
31568,R4661,2.474915,0.625,-0.146,0.768,-1.23
31588,R4661,5.149661,-0.975,0.071,-0.142,-1.093
31751,R4661,7.774555,-0.657,0.1,0.619,0.54
31766,R4661,2.775299,-0.307,-0.282,-0.118,1.174
31785,R4661,5.250017,-0.379,0.475,-0.573,-0.269
31805,R4661,2.174844,-0.234,-0.111,-0.16,-0.543
31821,R4661,5.14987,-1.172,0.549,-0.994,-1.005
31862,R4661,2.124432,-0.537,-0.282,0.032,0.09
31884,R4661,8.02456,-0.101,-0.216,-0.83,-0.119
31910,R4661,2.775133,0.261,0.856,0.705,-1.262
32017,R4544,2.675028,1.728,1.395,0.275,-0.25
32039,R4544,5.599923,1.534,-1.025,1.317,0.124
32055,R4544,4.900136,1.192,1.007,1.037,-0.601
32248,R4544,7.874827,0.329,0.405,0.527,-1.257
32263,R4544,2.724761,-1.397,-0.649,-1.9,-1.721
32326,R4544,2.424883,-0.299,0.757,2.153,-1.924
32342,R4544,5.149591,0.837,0.73,2,-0.707
32557,R4544,2.324775,-1.013,-0.069,0.117,-0.865
32572,R4544,2.274819,-0.66,0.095,-0.625,-0.632
32667,R4524,2.575167,0.259,0.76,0.72,-0.243
32682,R4524,2.574873,0.218,0.144,0.895,-0.629
32707,R4524,4.549575,-1.181,0.75,0.274,-0.525
32723,R4524,4.749801,-0.397,0.91,0.543,-1.367
32786,R4524,2.675178,0.166,0.001,0.537,-0.035
32801,R4524,2.174967,0.723,-0.432,0.472,0.914
32922,R4524,2.474722,-0.004,-0.305,0.328,0.52
32945,R4524,5.249679,-0.722,-0.549,0.899,0.034
32962,R4524,7.524667,-0.41,-0.794,0.461,0.078
33143,R4524,2.574929,-1.108,0.326,1.117,-0.313
33167,R4524,7.474744,0.322,2.126,1.081,-1.413
33223,R4132,7.124735,0.739,0.557,0.783,-0.79
33248,R4132,2.274853,1.707,0.46,0.973,-1.244
33263,R4132,2.374481,1.445,0.736,0.959,-0.87
33437,R4132,2.62503,1.408,0.07,1.024,-0.562
33455,R4132,2.374536,0.539,0.049,0.697,-0.534
33475,R4132,7.674649,-1.273,-0.106,0.448,-1.084
33526,R4132,2.725058,1.405,0.025,1.55,-0.678
33545,R4132,2.525135,1.317,0.197,0.463,-0.114
33564,R4132,2.574942,-0.187,0.413,0.745,0.409
33579,R4132,2.524772,-0.024,0.503,1.358,-0.205
33714,R4132,7.024446,-0.977,-0.359,-0.466,-0.618
33732,R4132,2.525258,-0.689,-0.639,0.636,0.515
33753,R4132,5.308545,-0.686,-0.691,0.194,-1.489
33769,R4132,5.099866,-0.363,-0.777,0.186,-1.35
33787,R4132,2.624702,0.086,-0.957,0.846,-0.786
33827,R4447,7.441152,1.517,-0.426,1.436,-0.043
33843,R4447,4.499894,0.701,0.435,1.164,0.275
33858,R4447,2.324595,-0.061,-0.833,1.046,0.52
33881,R4447,2.474809,-1.343,-1.526,-0.146,0.638
34042,R4447,2.725138,-1.519,0.364,-1.551,-2.27
34065,R4447,2.624699,-2.028,-0.003,-2.053,1.066
34080,R4447,2.224864,-1.61,-0.599,-1.201,1.091
34171,R4447,5.199718,-1.871,0.639,1.519,1.486
34191,R4447,4.849572,-0.99,-1.533,1.097,-0.15
34209,R4447,2.925306,-0.841,-1.638,0.702,0.688
34224,R4447,2.475008,-0.461,-0.847,0.412,0.569
34239,R4447,2.674922,-1.244,0.169,-1.98,-0.354
34281,R4447,2.524922,-0.812,-1.073,-1.557,0.539
34296,R4447,2.624733,-1.622,0.486,0.327,2.612
34312,R4447,5.549795,-1.382,-0.107,-1.532,0.334
34497,R4268,8.024683,0.55,0.526,-1.373,-1.838
34522,R4268,2.42487,0.477,0.439,-1.603,-0.147
34542,R4268,8.224928,0.082,0.273,-1.197,-1.131
34646,R4268,7.874649,0.909,-0.025,-1.282,0.083
34663,R4268,7.674847,-0.055,0.06,0.679,-1.177
34692,R4268,2.47493,0.368,-0.451,-1.295,-0.611
34733,R4268,7.724508,0.866,0.237,-1.162,-0.99
34768,R4268,5.049417,0.471,1.202,-1.569,-1.41
34891,R4268,2.574921,0.099,0.743,-2.141,-2.169
34915,R4268,5.550026,0.508,-0.36,-1.729,0.271
35034,R4255,4.831953,0.621,1.305,0.678,0.81
35058,R4255,7.485244,0.793,1.186,0.618,1.327
35080,R4255,2.528508,0.893,1.661,0.158,0.017
35187,R4255,2.528523,0.104,0.274,-0.699,0.84
35215,R4255,2.728817,0.668,0.428,0.811,1.665
35396,R4255,2.578392,0.021,1.416,1.579,0.934
35419,R4255,2.828871,-0.212,0.452,0.865,2.006
35436,R4255,7.735573,-1.704,1.494,0.276,1.467
35579,R4255,5.056936,-1.12,0.971,0.77,1.231
35595,R4255,5.056973,-1.734,0.537,-1.127,1.399
35688,R4258,2.778847,1.574,-1.554,0.951,-0.709
35710,R4258,2.478439,1.607,-1.346,1.326,-0.712
35727,R4258,7.735968,1.307,-1.604,0.757,-1.421
35745,R4258,2.778809,1.621,-0.895,0.223,-1.506
35872,R4258,4.956829,1.634,-1.512,2.007,-0.8
35891,R4258,2.578481,1.634,-1.512,2.007,-0.8
35939,R4258,2.486682,1.574,-1.554,0.951,-0.709
35956,R4258,8.136155,0.9,-1.304,0.665,-1.486
35978,R4258,2.520648,1.075,-1.767,-0.186,-0.748
35994,R4258,5.006912,0.598,-1.014,0.457,-2.274
36104,R4258,4.664952,1.031,-0.933,1.592,-2.376
36126,R4258,4.606454,0.603,-0.523,1.696,-2.6
36307,R4497,7.526921,0.285,-0.206,-1.233,-0.513
36322,R4497,2.728665,-0.488,-1.099,-1.3,-1.194
36354,R4497,4.598553,0.588,0.167,-0.295,-0.484
36392,R4497,2.52853,1.152,-0.328,-1.395,-0.167
36407,R4497,2.728655,-0.71,0.327,-0.967,-1.353
36437,R4497,5.098757,-1.229,0.289,-1.356,0.183
36547,R4497,5.157231,0.773,-1.375,-0.806,-0.088
36574,R4497,5.649415,-0.984,0.092,-0.008,1.361
36590,R4497,5.107165,-1.212,0.186,-0.578,-0.272
36764,R4497,4.906666,0.624,-0.538,0.217,0.778
36791,R4497,2.528473,-0.907,-0.656,-0.662,0.54
36806,R4497,2.378239,-0.418,-1.07,-0.403,-0.67
