,unique_ID,IDNO,RNUM,RUN,stimType,mwType,nBack,keyResp,fixT,stimT,stimPic,Ans,fixStart_offset,stimStart_offset,counter
0,0,1,R3262,R1,NT,NT,0,None,1.5,0.8,Stimuli/0B_N_triangle_square.png,None,0.0,2.335039,0.0
1,1,1,R3262,R1,NT,NT,0,None,1.7,1.0,Stimuli/0B_N_circle_square.png,None,2.343537,5.070567,2.735528
2,2,1,R3262,R1,NT,NT,0,None,1.65,1.05,Stimuli/0B_N_circle_triangle.png,None,5.078847,7.805979,5.47094
3,3,1,R3262,R1,TT,TT,0,left,1.55,2.25,Stimuli/0B_T_L_square_circle.png,right,7.814077,9.381766,7.046727
4,4,1,R3262,R1,NT,NT,0,None,1.6,1.15,Stimuli/0B_N_circle_square.png,None,11.65003,14.435572,0.0
5,5,1,R3262,R1,NT,NT,0,None,1.5,0.8,Stimuli/0B_N_square_circle.png,None,14.443649,16.770416,2.334844
6,19,1,R3262,R1,NT,NT,0,None,1.55,1.2,Stimuli/0B_N_square_circle.png,None,83.057939,85.843033,0.0
7,20,1,R3262,R1,NT,NT,0,None,1.45,0.95,Stimuli/0B_N_square_circle.png,None,85.851537,88.278378,2.435345
8,21,1,R3262,R1,TT,TT,0,left,1.5,2.3,Stimuli/0B_T_L_circle_triangle.png,right,88.286548,89.812621,3.969588
9,22,1,R3262,R1,NT,NT,0,None,1.4,1.1,Stimuli/0B_N_square_triangle.png,None,92.130897,94.666215,0.0
10,23,1,R3262,R1,NT,NT,0,None,1.7,1.05,Stimuli/0B_N_triangle_square.png,None,94.674323,97.459827,2.793612
11,24,1,R3262,R1,NT,NT,0,None,1.65,0.8,Stimuli/0B_N_triangle_square.png,None,97.467938,99.953019,5.286804
12,25,1,R3262,R1,TT,TT,0,left,1.45,2.5,Stimuli/0B_T_L_triangle_circle.png,right,99.961311,101.437287,6.771072
13,26,1,R3262,R1,NT,NT,0,None,1.35,0.9,Stimuli/0B_N_triangle_square.png,None,103.955752,106.224187,0.0
14,27,1,R3262,R1,NT,NT,0,None,1.7,0.95,Stimuli/0B_N_square_triangle.png,None,106.232325,108.909374,2.685187
15,41,1,R3262,R1,NT,NT,0,None,1.7,1.1,Stimuli/0B_N_circle_triangle.png,None,175.455382,178.290501,0.0
16,42,1,R3262,R1,NT,NT,0,None,1.65,1.2,Stimuli/0B_N_square_triangle.png,None,178.298664,181.175826,2.885325
17,43,1,R3262,R1,NT,NT,0,None,1.6,1.2,Stimuli/0B_N_square_circle.png,None,181.184295,184.003248,5.712747
18,44,1,R3262,R1,TT,TT,0,right,1.5,2.3,Stimuli/0B_T_R_square_triangle.png,right,184.011302,185.537362,7.246861
19,45,1,R3262,R1,NT,NT,0,None,1.55,1.1,Stimuli/0B_N_circle_triangle.png,None,187.855635,190.524401,0.0
20,46,1,R3262,R1,NT,NT,0,None,1.55,0.9,Stimuli/0B_N_circle_square.png,None,190.532511,193.009372,2.484971
21,60,1,R3262,R1,NT,NT,0,None,1.6,0.85,Stimuli/0B_N_square_triangle.png,None,259.555402,262.031819,0.0
22,203,1,R3262,R2,NT,NT,0,None,1.3,1.05,Stimuli/0B_N_triangle_circle.png,None,207.119103,209.495518,0.0
23,204,1,R3262,R2,NT,NT,0,None,1.7,1.15,Stimuli/0B_N_triangle_circle.png,None,209.504075,212.389545,2.894027
24,205,1,R3262,R2,TT,TT,0,right,1.5,2.25,Stimuli/0B_T_R_triangle_square.png,right,212.397771,213.932149,4.436631
25,206,1,R3262,R2,NT,NT,0,None,1.4,0.9,Stimuli/0B_N_square_circle.png,None,216.200392,218.518824,0.0
26,207,1,R3262,R2,NT,NT,0,None,1.5,1.15,Stimuli/0B_N_square_circle.png,None,218.526988,221.203992,2.685168
27,208,1,R3262,R2,TT,TT,0,left,1.65,2.45,Stimuli/0B_T_L_square_circle.png,right,221.212204,222.879995,4.361171
28,209,1,R3262,R2,NT,NT,0,None,1.7,1.1,Stimuli/0B_N_triangle_square.png,None,225.348436,228.175554,0.0
29,210,1,R3262,R2,NT,NT,0,None,1.7,1.05,Stimuli/0B_N_circle_triangle.png,None,228.183707,230.960852,2.785298
30,224,1,R3262,R2,NT,NT,0,None,1.55,1.0,Stimuli/0B_N_circle_square.png,None,297.398343,299.974949,0.0
31,225,1,R3262,R2,NT,NT,0,None,1.55,1.1,Stimuli/0B_N_triangle_square.png,None,299.983562,302.652304,2.677355
32,226,1,R3262,R2,TT,TT,0,left,1.6,2.1,Stimuli/0B_T_L_square_triangle.png,right,302.660419,304.278213,4.303264
33,227,1,R3262,R2,NT,NT,0,None,1.6,1.05,Stimuli/0B_N_triangle_square.png,None,306.39637,309.065048,0.0
34,228,1,R3262,R2,NT,NT,0,None,1.5,1.05,Stimuli/0B_N_circle_triangle.png,None,309.073187,311.641911,2.576863
35,229,1,R3262,R2,TT,TT,0,left,1.55,2.3,Stimuli/0B_T_L_triangle_circle.png,right,311.650025,313.226099,4.161051
36,230,1,R3262,R2,NT,NT,0,None,1.45,1.2,Stimuli/0B_N_triangle_circle.png,None,315.544373,318.213147,0.0
37,231,1,R3262,R2,NT,NT,0,None,1.55,1.1,Stimuli/0B_N_triangle_circle.png,None,318.221231,320.889967,2.67682
38,245,1,R3262,R2,NT,NT,0,None,1.45,0.9,Stimuli/0B_N_circle_square.png,None,387.285865,389.662249,0.0
39,246,1,R3262,R2,NT,NT,0,None,1.5,1.0,Stimuli/0B_N_square_circle.png,None,389.670823,392.197784,2.535535
40,247,1,R3262,R2,NT,NT,0,None,1.7,1.15,Stimuli/0B_N_square_triangle.png,None,392.205912,395.083171,5.420922
41,248,1,R3262,R2,NT,NT,0,None,1.45,1.2,Stimuli/0B_N_square_circle.png,None,395.091231,397.760042,8.097793
42,262,1,R3262,R2,NT,NT,0,None,1.3,1.0,Stimuli/0B_N_square_triangle.png,None,464.356024,466.682418,0.0
43,263,1,R3262,R2,NT,NT,0,None,1.35,0.85,Stimuli/0B_N_triangle_circle.png,None,466.690974,468.917608,2.23519
44,264,1,R3262,R2,NT,NT,0,None,1.4,0.95,Stimuli/0B_N_circle_square.png,None,468.925807,471.294301,4.611883
45,278,1,R3262,R2,NT,NT,0,None,1.7,1.2,Stimuli/0B_N_square_circle.png,None,537.832062,540.758957,0.0
46,279,1,R3262,R2,NT,NT,0,None,1.65,1.0,Stimuli/0B_N_square_triangle.png,None,540.767432,543.444461,2.685504
47,302,1,R3262,R3,NT,NT,0,None,1.4,0.9,Stimuli/0B_N_square_triangle.png,None,0.0,2.326778,0.0
48,303,1,R3262,R3,NT,NT,0,None,1.55,0.9,Stimuli/0B_N_circle_triangle.png,None,2.335322,4.812133,2.485355
49,304,1,R3262,R3,NT,NT,0,None,1.45,1.2,Stimuli/0B_N_circle_square.png,None,4.820355,7.514183,5.187405
50,305,1,R3262,R3,NT,NT,0,None,1.4,1.2,Stimuli/0B_N_square_triangle.png,None,7.522257,10.141016,7.814238
51,319,1,R3262,R3,NT,NT,0,None,1.7,0.85,Stimuli/0B_N_square_triangle.png,None,76.686871,79.263444,0.0
52,320,1,R3262,R3,NT,NT,0,None,1.45,1.15,Stimuli/0B_N_triangle_circle.png,None,79.272052,81.899092,2.635648
53,321,1,R3262,R3,TT,TT,0,right,1.45,2.5,Stimuli/0B_T_R_triangle_square.png,right,81.907186,83.374855,4.111411
54,322,1,R3262,R3,NT,NT,0,None,1.7,1.1,Stimuli/0B_N_circle_square.png,None,85.89332,88.712172,0.0
55,323,1,R3262,R3,NT,NT,0,None,1.5,0.85,Stimuli/0B_N_circle_square.png,None,88.720301,91.097118,2.384946
56,324,1,R3262,R3,NT,NT,0,None,1.35,1.15,Stimuli/0B_N_square_triangle.png,None,91.105292,93.623939,4.911767
57,325,1,R3262,R3,TT,TT,0,left,1.6,2.25,Stimuli/0B_T_L_square_triangle.png,right,93.632042,95.258174,6.546002
58,326,1,R3262,R3,NT,NT,0,None,1.65,1.1,Stimuli/0B_N_circle_square.png,None,97.526438,100.295202,0.0
59,327,1,R3262,R3,NT,NT,0,None,1.45,1.15,Stimuli/0B_N_triangle_square.png,None,100.303333,102.930331,2.635129
60,328,1,R3262,R3,TT,TT,0,right,1.65,2.4,Stimuli/0B_T_R_square_circle.png,right,102.938507,104.606335,4.311133
61,329,1,R3262,R3,NT,NT,0,None,1.6,1.05,Stimuli/0B_N_circle_square.png,None,107.0247,109.693374,0.0
62,330,1,R3262,R3,NT,NT,0,None,1.6,1.0,Stimuli/0B_N_circle_square.png,None,109.701536,112.320151,2.626777
63,331,1,R3262,R3,TT,TT,0,right,1.3,2.2,Stimuli/0B_T_R_triangle_square.png,right,112.328369,113.645941,3.952567
64,332,1,R3262,R3,NT,NT,0,None,1.4,1.15,Stimuli/0B_N_circle_square.png,None,115.864144,118.449516,0.0
65,333,1,R3262,R3,NT,NT,0,None,1.35,0.95,Stimuli/0B_N_triangle_square.png,None,118.457595,120.776052,2.326536
66,334,1,R3262,R3,NT,NT,0,None,1.4,1.2,Stimuli/0B_N_triangle_circle.png,None,120.784206,123.402972,4.953456
67,348,1,R3262,R3,NT,NT,0,None,1.6,0.95,Stimuli/0B_N_square_triangle.png,None,189.840524,192.417005,0.0
68,349,1,R3262,R3,NT,NT,0,None,1.7,1.1,Stimuli/0B_N_square_triangle.png,None,192.425232,195.244087,2.827082
69,350,1,R3262,R3,NT,NT,0,None,1.65,1.05,Stimuli/0B_N_triangle_square.png,None,195.252598,197.971375,5.55437
70,364,1,R3262,R3,NT,NT,0,None,1.35,1.05,Stimuli/0B_N_circle_triangle.png,None,264.509038,266.935482,0.0
71,365,1,R3262,R3,NT,NT,0,None,1.4,0.95,Stimuli/0B_N_square_circle.png,None,266.943978,269.320836,2.385354
72,538,1,R3262,R4,NT,NT,0,None,1.55,1.2,Stimuli/0B_N_circle_square.png,None,387.686224,390.471418,0.0
73,539,1,R3262,R4,NT,NT,0,None,1.45,1.2,Stimuli/0B_N_triangle_square.png,None,390.47989,393.148618,2.6772
74,540,1,R3262,R4,TT,TT,0,right,1.45,2.3,Stimuli/0B_T_R_circle_triangle.png,right,393.156758,394.624449,4.153031
75,541,1,R3262,R4,NT,NT,0,None,1.3,0.8,Stimuli/0B_N_triangle_circle.png,None,396.942717,399.060966,0.0
76,542,1,R3262,R4,NT,NT,0,None,1.7,1.1,Stimuli/0B_N_triangle_circle.png,None,399.069151,401.896346,2.83538
77,543,1,R3262,R4,NT,NT,0,None,1.4,1.2,Stimuli/0B_N_square_circle.png,None,401.904497,404.53159,5.470624
78,557,1,R3262,R4,NT,NT,0,None,1.6,0.8,Stimuli/0B_N_triangle_square.png,None,470.869026,473.295359,0.0
79,558,1,R3262,R4,NT,NT,0,None,1.4,0.9,Stimuli/0B_N_square_circle.png,None,473.30369,475.630868,2.335509
80,559,1,R3262,R4,NT,NT,0,None,1.5,1.2,Stimuli/0B_N_square_circle.png,None,475.639027,478.357816,5.062457
81,560,1,R3262,R4,NT,NT,0,None,1.45,1.1,Stimuli/0B_N_square_circle.png,None,478.36589,480.934591,7.639232
82,561,1,R3262,R4,TT,TT,0,left,1.55,2.15,Stimuli/0B_T_L_triangle_square.png,right,480.942647,482.510442,9.215083
83,562,1,R3262,R4,NT,NT,0,None,1.65,1.05,Stimuli/0B_N_square_triangle.png,None,484.67865,487.397379,0.0
84,563,1,R3262,R4,NT,NT,0,None,1.35,0.95,Stimuli/0B_N_square_circle.png,None,487.405514,489.72398,2.326601
85,564,1,R3262,R4,TT,TT,0,right,1.45,2.35,Stimuli/0B_T_R_triangle_circle.png,right,489.732084,491.208165,3.810786
86,565,1,R3262,R4,NT,NT,0,None,1.55,1.0,Stimuli/0B_N_circle_square.png,None,493.576482,496.14509,0.0
87,566,1,R3262,R4,NT,NT,0,None,1.7,0.8,Stimuli/0B_N_circle_triangle.png,None,496.153239,498.680189,2.535099
88,567,1,R3262,R4,TT,TT,0,left,1.7,2.1,Stimuli/0B_T_L_triangle_circle.png,right,498.68835,500.406143,4.261053
89,568,1,R3262,R4,NT,NT,0,None,1.65,0.95,Stimuli/0B_N_triangle_circle.png,None,502.524317,505.142919,0.0
90,569,1,R3262,R4,NT,NT,0,None,1.55,1.0,Stimuli/0B_N_square_circle.png,None,505.151159,507.719848,2.576929
91,570,1,R3262,R4,NT,NT,0,None,1.55,1.0,Stimuli/0B_N_square_triangle.png,None,507.727972,510.296616,5.153697
92,571,1,R3262,R4,NT,NT,0,None,1.65,1.0,Stimuli/0B_N_circle_square.png,None,510.304745,512.981752,7.838833
93,572,1,R3262,R4,TT,TT,0,left,1.4,2.25,Stimuli/0B_T_L_circle_triangle.png,right,512.989928,514.407595,9.264676
94,573,1,R3262,R4,NT,NT,0,None,1.45,1.15,Stimuli/0B_N_triangle_circle.png,None,516.675865,519.302923,0.0
95,574,1,R3262,R4,NT,NT,0,None,1.65,0.9,Stimuli/0B_N_square_circle.png,None,519.311029,521.888004,2.585081
96,575,1,R3262,R4,TT,TT,0,left,1.55,2.3,Stimuli/0B_T_L_square_triangle.png,right,521.896134,523.47223,4.169307
97,576,1,R3262,R4,NT,NT,0,None,1.7,1.2,Stimuli/0B_N_circle_square.png,None,525.790471,528.717806,0.0
98,577,1,R3262,R4,NT,NT,0,None,1.7,0.95,Stimuli/0B_N_square_triangle.png,None,528.725887,531.394574,2.676768
99,578,1,R3262,R4,NT,NT,0,None,1.45,1.15,Stimuli/0B_N_triangle_square.png,None,531.402706,534.029785,5.311979
100,579,1,R3262,R4,TT,TT,0,right,1.7,2.5,Stimuli/0B_T_R_circle_triangle.png,right,534.037877,535.764085,7.046279
101,580,1,R3262,R4,NT,NT,0,None,1.35,1.05,Stimuli/0B_N_square_circle.png,None,538.282434,540.701052,0.0
102,581,1,R3262,R4,NT,NT,0,None,1.6,1.0,Stimuli/0B_N_square_triangle.png,None,540.709117,543.327877,2.626825
103,666,2,R3678,R1,NT,NT,0,None,1.65,1.1,Stimuli/0B_N_square_triangle.png,None,264.783746,267.560438,0.0
104,667,2,R3678,R1,NT,NT,0,None,1.3,0.85,Stimuli/0B_N_circle_square.png,None,267.56899,269.737297,2.176859
105,668,2,R3678,R1,TT,TT,0,right,1.45,2.2,Stimuli/0B_T_R_triangle_square.png,right,269.745383,271.221481,3.661043
106,669,2,R3678,R1,NT,NT,0,None,1.65,1.0,Stimuli/0B_N_circle_triangle.png,None,273.439728,276.116756,0.0
107,670,2,R3678,R1,NT,NT,0,None,1.7,1.2,Stimuli/0B_N_circle_triangle.png,None,276.124911,279.043858,2.927102
108,684,2,R3678,R1,NT,NT,0,None,1.45,0.85,Stimuli/0B_N_circle_square.png,None,345.689741,348.016103,0.0
109,685,2,R3678,R1,NT,NT,0,None,1.5,1.1,Stimuli/0B_N_circle_square.png,None,348.024693,350.643316,2.627213
110,686,2,R3678,R1,NT,NT,0,None,1.55,1.05,Stimuli/0B_N_circle_triangle.png,None,350.651555,353.270203,5.2541
111,687,2,R3678,R1,NT,NT,0,None,1.4,1.1,Stimuli/0B_N_circle_square.png,None,353.278354,355.796998,7.780895
112,701,2,R3678,R1,NT,NT,0,None,1.65,1.2,Stimuli/0B_N_triangle_square.png,None,422.376119,425.253065,0.0
113,702,2,R3678,R1,NT,NT,0,None,1.3,1.15,Stimuli/0B_N_square_circle.png,None,425.261542,427.730169,2.477104
114,703,2,R3678,R1,NT,NT,0,None,1.45,0.85,Stimuli/0B_N_triangle_circle.png,None,427.738244,430.056679,4.803614
115,717,2,R3678,R1,NT,NT,0,None,1.65,0.85,Stimuli/0B_N_triangle_square.png,None,496.544223,499.0707,0.0
116,718,2,R3678,R1,NT,NT,0,None,1.5,0.95,Stimuli/0B_N_triangle_square.png,None,499.079298,501.547879,2.477179
117,719,2,R3678,R1,TT,TT,0,left,1.7,2.45,Stimuli/0B_T_L_triangle_circle.png,right,501.556014,503.282225,4.211525
118,720,2,R3678,R1,NT,NT,0,None,1.65,1.0,Stimuli/0B_N_circle_square.png,None,505.750611,508.41927,0.0
119,721,2,R3678,R1,NT,NT,0,None,1.35,1.15,Stimuli/0B_N_square_triangle.png,None,508.427457,510.946127,2.526857
120,722,2,R3678,R1,NT,NT,0,None,1.6,1.05,Stimuli/0B_N_circle_square.png,None,510.954211,513.631256,5.211986
121,723,2,R3678,R1,TT,TT,0,left,1.6,2.3,Stimuli/0B_T_L_square_triangle.png,right,513.639422,515.265445,6.846175
122,724,2,R3678,R1,NT,NT,0,None,1.55,0.85,Stimuli/0B_N_circle_triangle.png,None,517.583824,520.002315,0.0
123,725,2,R3678,R1,NT,NT,0,None,1.4,0.8,Stimuli/0B_N_square_triangle.png,None,520.010457,522.23716,2.234845
124,726,2,R3678,R1,NT,NT,0,None,1.6,1.2,Stimuli/0B_N_circle_square.png,None,522.245341,525.064258,5.061943
125,727,2,R3678,R1,NT,NT,0,None,1.6,0.85,Stimuli/0B_N_square_circle.png,None,525.072318,527.549123,7.546808
126,728,2,R3678,R1,TT,TT,0,right,1.4,2.5,Stimuli/0B_T_R_triangle_circle.png,right,527.557322,528.98337,8.981055
127,729,2,R3678,R1,NT,NT,0,None,1.35,1.15,Stimuli/0B_N_circle_square.png,None,531.501743,534.020344,0.0
128,730,2,R3678,R1,NT,NT,0,None,1.3,1.05,Stimuli/0B_N_circle_square.png,None,534.028521,536.397026,2.376682
129,731,2,R3678,R1,TT,TT,0,right,1.7,2.4,Stimuli/0B_T_R_circle_square.png,right,536.40515,538.12303,4.102686
130,732,2,R3678,R1,NT,NT,0,None,1.35,1.2,Stimuli/0B_N_circle_triangle.png,None,540.54137,543.110055,0.0
131,755,2,R3678,R2,NT,NT,0,None,1.7,1.2,Stimuli/0B_N_square_circle.png,None,0.0,2.927229,0.0
132,756,2,R3678,R2,NT,NT,0,None,1.5,0.95,Stimuli/0B_N_square_circle.png,None,2.935712,5.404251,2.477022
133,757,2,R3678,R2,NT,NT,0,None,1.55,1.0,Stimuli/0B_N_triangle_circle.png,None,5.412395,7.98107,5.053841
134,771,2,R3678,R2,NT,NT,0,None,1.35,1.1,Stimuli/0B_N_circle_triangle.png,None,74.27669,76.753313,0.0
135,772,2,R3678,R2,NT,NT,0,None,1.3,1.15,Stimuli/0B_N_triangle_square.png,None,76.761791,79.230441,2.477128
136,773,2,R3678,R2,NT,NT,0,None,1.65,1.1,Stimuli/0B_N_square_triangle.png,None,79.238467,82.007347,5.254034
137,774,2,R3678,R2,TT,TT,0,left,1.65,2.45,Stimuli/0B_T_L_square_triangle.png,right,82.015398,83.683286,6.929973
138,775,2,R3678,R2,NT,NT,0,None,1.5,1.1,Stimuli/0B_N_triangle_square.png,None,86.151642,88.769981,0.0
139,776,2,R3678,R2,NT,NT,0,None,1.3,0.85,Stimuli/0B_N_triangle_circle.png,None,88.778097,90.946778,2.176797
140,790,2,R3678,R2,NT,NT,0,None,1.65,1.1,Stimuli/0B_N_circle_triangle.png,None,157.334164,160.111025,0.0
141,791,2,R3678,R2,NT,NT,0,None,1.45,0.85,Stimuli/0B_N_circle_square.png,None,160.119552,162.437874,2.326849
142,792,2,R3678,R2,NT,NT,0,None,1.35,1.05,Stimuli/0B_N_triangle_circle.png,None,162.446112,164.864658,4.753633
143,793,2,R3678,R2,TT,TT,0,left,1.65,2.4,Stimuli/0B_T_L_circle_triangle.png,right,164.872807,166.548958,6.437933
144,794,2,R3678,R2,NT,NT,0,None,1.35,0.95,Stimuli/0B_N_square_circle.png,None,168.967362,171.29418,0.0
145,795,2,R3678,R2,NT,NT,0,None,1.35,1.1,Stimuli/0B_N_square_triangle.png,None,171.302243,173.770864,2.476684
146,796,2,R3678,R2,TT,TT,0,left,1.65,2.5,Stimuli/0B_T_L_square_triangle.png,right,173.778932,175.446797,4.152617
147,797,2,R3678,R2,NT,NT,0,None,1.45,1.1,Stimuli/0B_N_square_triangle.png,None,177.965214,180.53391,0.0
148,798,2,R3678,R2,NT,NT,0,None,1.5,0.85,Stimuli/0B_N_square_circle.png,None,180.542005,182.918807,2.384897
149,799,2,R3678,R2,NT,NT,0,None,1.3,1.15,Stimuli/0B_N_triangle_square.png,None,182.926967,185.403915,4.870005
150,800,2,R3678,R2,NT,NT,0,None,1.4,1.05,Stimuli/0B_N_triangle_circle.png,None,185.412053,187.880618,7.346708
151,814,2,R3678,R2,NT,NT,0,None,1.55,1.15,Stimuli/0B_N_triangle_circle.png,None,254.21793,256.944712,0.0
152,815,2,R3678,R2,NT,NT,0,None,1.7,0.85,Stimuli/0B_N_triangle_square.png,None,256.953215,259.530211,2.585499
153,816,2,R3678,R2,NT,NT,0,None,1.65,1.2,Stimuli/0B_N_circle_square.png,None,259.538329,262.407204,5.462492
154,817,2,R3678,R2,NT,NT,0,None,1.4,1.15,Stimuli/0B_N_circle_triangle.png,None,262.415341,264.983994,8.039282
155,818,2,R3678,R2,TT,TT,0,left,1.35,2.35,Stimuli/0B_T_L_square_triangle.png,right,264.992116,266.359695,9.414983
156,819,2,R3678,R2,NT,NT,0,None,1.45,1.15,Stimuli/0B_N_circle_triangle.png,None,268.728065,271.355137,0.0
157,956,2,R3678,R3,NT,NT,0,None,1.7,1.15,Stimuli/0B_N_triangle_square.png,None,202.632294,205.509076,0.0
158,957,2,R3678,R3,NT,NT,0,None,1.3,0.9,Stimuli/0B_N_circle_triangle.png,None,205.517614,207.744337,2.235261
159,958,2,R3678,R3,NT,NT,0,None,1.7,1.0,Stimuli/0B_N_circle_square.png,None,207.752489,210.471223,4.962147
160,972,2,R3678,R3,NT,NT,0,None,1.65,1.0,Stimuli/0B_N_triangle_circle.png,None,276.766944,279.443566,0.0
161,973,2,R3678,R3,NT,NT,0,None,1.7,0.85,Stimuli/0B_N_square_circle.png,None,279.452127,282.029127,2.585561
162,974,2,R3678,R3,TT,TT,0,right,1.7,2.4,Stimuli/0B_T_R_triangle_circle.png,right,282.037252,283.763462,4.319896
163,975,2,R3678,R3,NT,NT,0,None,1.45,0.95,Stimuli/0B_N_square_triangle.png,None,286.181797,288.608659,0.0
164,976,2,R3678,R3,NT,NT,0,None,1.7,1.1,Stimuli/0B_N_triangle_square.png,None,288.616796,291.435637,2.826978
165,977,2,R3678,R3,TT,TT,0,left,1.65,2.1,Stimuli/0B_T_L_square_circle.png,right,291.443761,293.111571,4.502912
166,978,2,R3678,R3,NT,NT,0,None,1.7,1.15,Stimuli/0B_N_triangle_square.png,None,295.229761,298.106957,0.0
167,979,2,R3678,R3,NT,NT,0,None,1.3,1.15,Stimuli/0B_N_circle_square.png,None,298.115065,300.583705,2.476748
168,993,2,R3678,R3,NT,NT,0,None,1.65,1.2,Stimuli/0B_N_triangle_square.png,None,367.271268,370.148149,0.0
169,994,2,R3678,R3,NT,NT,0,None,1.45,0.8,Stimuli/0B_N_triangle_circle.png,None,370.156601,372.424831,2.276682
170,995,2,R3678,R3,NT,NT,0,None,1.45,0.9,Stimuli/0B_N_circle_triangle.png,None,372.433169,374.810026,4.661877
171,996,2,R3678,R3,NT,NT,0,None,1.7,0.9,Stimuli/0B_N_triangle_square.png,None,374.818165,377.445192,7.297043
172,997,2,R3678,R3,TT,TT,0,right,1.3,2.25,Stimuli/0B_T_R_square_circle.png,right,377.453282,378.779249,8.6311
173,998,2,R3678,R3,NT,NT,0,None,1.5,0.9,Stimuli/0B_N_square_circle.png,None,381.047491,383.474179,0.0
174,999,2,R3678,R3,NT,NT,0,None,1.35,1.1,Stimuli/0B_N_circle_triangle.png,None,383.482407,385.951123,2.476944
175,1000,2,R3678,R3,NT,NT,0,None,1.6,1.1,Stimuli/0B_N_circle_square.png,None,385.95921,388.686329,5.21215
176,1001,2,R3678,R3,TT,TT,0,left,1.45,2.3,Stimuli/0B_T_L_square_circle.png,right,388.694462,390.162096,6.687917
177,1002,2,R3678,R3,NT,NT,0,None,1.65,1.1,Stimuli/0B_N_triangle_square.png,None,392.480419,395.257563,0.0
178,1003,2,R3678,R3,NT,NT,0,None,1.4,0.85,Stimuli/0B_N_triangle_circle.png,None,395.265667,397.542383,2.28482
179,1004,2,R3678,R3,NT,NT,0,None,1.5,0.9,Stimuli/0B_N_triangle_square.png,None,397.550548,399.969093,4.71153
180,1018,2,R3678,R3,NT,NT,0,None,1.3,1.0,Stimuli/0B_N_triangle_circle.png,None,466.548341,468.874743,0.0
181,1019,2,R3678,R3,NT,NT,0,None,1.35,1.0,Stimuli/0B_N_triangle_square.png,None,468.883315,471.25182,2.377077
182,1033,2,R3678,R3,NT,NT,0,None,1.7,1.05,Stimuli/0B_N_square_triangle.png,None,537.839357,540.616109,0.0
183,1034,2,R3678,R3,NT,NT,0,None,1.3,1.15,Stimuli/0B_N_triangle_circle.png,None,540.624642,543.093226,2.477117
184,1057,2,R3678,R4,NT,NT,0,None,1.6,0.85,Stimuli/0B_N_circle_triangle.png,None,0.0,2.47681,0.0
185,1058,2,R3678,R4,NT,NT,0,None,1.65,1.0,Stimuli/0B_N_triangle_circle.png,None,2.485366,5.154124,2.677314
186,1059,2,R3678,R4,NT,NT,0,None,1.7,0.9,Stimuli/0B_N_triangle_square.png,None,5.162235,7.780882,5.304072
187,1060,2,R3678,R4,NT,NT,0,None,1.35,1.05,Stimuli/0B_N_circle_square.png,None,7.789003,10.207594,7.730784
188,1061,2,R3678,R4,TT,TT,0,left,1.6,2.15,Stimuli/0B_T_L_square_triangle.png,right,10.215801,11.833452,9.356642
189,1062,2,R3678,R4,NT,NT,0,None,1.35,1.2,Stimuli/0B_N_triangle_square.png,None,14.001647,16.57042,0.0
190,1063,2,R3678,R4,NT,NT,0,None,1.55,1.15,Stimuli/0B_N_triangle_circle.png,None,16.578502,19.305574,2.735154
191,1064,2,R3678,R4,NT,NT,0,None,1.65,1.1,Stimuli/0B_N_circle_square.png,None,19.313633,22.090845,5.520425
192,1065,2,R3678,R4,NT,NT,0,None,1.65,0.8,Stimuli/0B_N_circle_square.png,None,22.098963,24.575837,8.005417
193,1066,2,R3678,R4,TT,TT,0,left,1.7,2.25,Stimuli/0B_T_L_square_triangle.png,right,24.584,26.3102,9.73978
194,1067,2,R3678,R4,NT,NT,0,None,1.65,0.85,Stimuli/0B_N_square_triangle.png,None,28.57845,31.105351,0.0
195,1068,2,R3678,R4,NT,NT,0,None,1.4,1.1,Stimuli/0B_N_circle_triangle.png,None,31.113525,33.640529,2.535178
196,1069,2,R3678,R4,TT,TT,0,left,1.7,2.1,Stimuli/0B_T_L_circle_triangle.png,right,33.648615,35.366486,4.261135
197,1070,2,R3678,R4,NT,NT,0,None,1.45,1.0,Stimuli/0B_N_circle_square.png,None,37.484634,39.953173,0.0
198,1071,2,R3678,R4,NT,NT,0,None,1.6,1.05,Stimuli/0B_N_circle_triangle.png,None,39.961326,42.630067,2.676894
199,1072,2,R3678,R4,NT,NT,0,None,1.5,0.95,Stimuli/0B_N_circle_square.png,None,42.638198,45.106738,5.153565
200,1086,2,R3678,R4,NT,NT,0,None,1.55,1.1,Stimuli/0B_N_square_circle.png,None,111.552551,114.229203,0.0
201,1087,2,R3678,R4,NT,NT,0,None,1.7,1.2,Stimuli/0B_N_triangle_square.png,None,114.237749,117.156656,2.927453
202,1088,2,R3678,R4,TT,TT,0,right,1.35,2.5,Stimuli/0B_T_R_circle_square.png,right,117.164744,118.532379,4.303176
203,1089,2,R3678,R4,NT,NT,0,None,1.45,1.2,Stimuli/0B_N_square_triangle.png,None,121.050825,123.727918,0.0
204,1090,2,R3678,R4,NT,NT,0,None,1.45,1.1,Stimuli/0B_N_square_circle.png,None,123.735976,126.304662,2.576744
205,1091,2,R3678,R4,TT,TT,0,right,1.55,2.25,Stimuli/0B_T_R_square_circle.png,right,126.312764,127.880519,4.152601
206,1092,2,R3678,R4,NT,NT,0,None,1.6,1.0,Stimuli/0B_N_triangle_square.png,None,130.148785,132.767438,0.0
