unique_ID,IDNO,RNUM,RUN,stimType,mwType,nBack,keyResp,fixStart_offset,stimStart_offset,counter,Task_PC,Detail_PC,Modality_PC,Emotion_PC
1527,2,R2595,R3,MWQ,Focus,0,2,48.592237,50.06793,,0.67,-2.16,-0.216,-0.403
1540,2,R2595,R3,NT,NT,0,None,115.021534,117.698216,0,,,,
1541,2,R2595,R3,NT,NT,0,None,117.706712,120.425561,2.727345,,,,
1542,2,R2595,R3,NT,NT,0,None,120.43361,122.952193,5.253977,,,,
1543,2,R2595,R3,TT,TT,0,right,122.960363,124.528116,6.8299,,,,
1544,2,R2595,R3,NT,NT,0,None,126.996509,129.62351,0,,,,
1545,2,R2595,R3,NT,NT,0,None,129.631645,132.108504,2.484994,,,,
1546,2,R2595,R3,TT,TT,0,right,132.116677,133.734485,4.110975,,,,
1547,2,R2595,R3,NT,NT,0,None,136.15282,138.729739,0,,,,
1723,3,R2595,R4,NT,NT,0,None,263.86625,266.292624,0,,,,
1724,3,R2595,R4,NT,NT,0,None,266.301269,268.778102,2.485478,,,,
1725,3,R2595,R4,NT,NT,0,None,268.786331,271.563477,5.270853,,,,
1726,3,R2595,R4,MWQ,Focus,0,3,271.571597,273.289465,,0.514,-2.678,-0.119,-0.567
1739,3,R2595,R4,NT,NT,0,None,338.251104,340.777637,0,,,,
1740,3,R2595,R4,NT,NT,0,None,340.78611,343.454821,2.677184,,,,
1741,3,R2595,R4,NT,NT,0,None,343.46302,345.989946,5.212309,,,,
1742,3,R2595,R4,TT,TT,0,left,345.998102,347.324062,6.546425,,,,
1743,3,R2595,R4,NT,NT,0,None,349.742365,352.361018,0,,,,
1744,3,R2595,R4,NT,NT,0,None,352.36917,355.037928,2.67691,,,,
1745,3,R2595,R4,TT,TT,0,right,355.046026,356.422009,4.060991,,,,
1746,3,R2595,R4,NT,NT,0,None,358.890393,361.567435,0,,,,
1747,3,R2595,R4,NT,NT,0,None,361.57559,364.202554,2.635119,,,,
1748,3,R2595,R4,TT,TT,0,left,364.210727,365.678359,4.110924,,,,
1749,3,R2595,R4,NT,NT,0,None,368.096765,370.765448,0,,,,
1750,3,R2595,R4,NT,NT,0,None,370.773589,373.60085,2.835402,,,,
1751,3,R2595,R4,NT,NT,0,None,373.608916,376.427764,5.662316,,,,
1752,3,R2595,R4,MWQ,Focus,0,2,376.435822,377.753429,,-1.019,-0.066,1.293,-0.595
1765,3,R2595,R4,NT,NT,0,None,442.715068,445.391718,0,,,,
1766,3,R2595,R4,NT,NT,0,None,445.400232,448.018898,2.62718,,,,
