unique_ID,IDNO,RNUM,RUN,stimType,mwType,nBack,keyResp,fixStart_offset,stimStart_offset,counter,Task_PC,Detail_PC,Modality_PC,Emotion_PC
6222,11,R4140,R2,TT,TT,1,left,119.074635,120.75081,4.111017,,,,
6223,11,R4140,R2,NT,NT,1,None,122.868861,125.287419,0,,,,
6224,11,R4140,R2,NT,NT,1,None,125.295587,127.714127,2.426708,,,,
6225,11,R4140,R2,TT,TT,1,right,127.72228,129.340088,4.052669,,,,
6226,11,R4140,R2,NT,NT,1,None,131.758426,134.327114,0,,,,
6227,11,R4140,R2,NT,NT,1,None,134.335201,136.903838,2.576724,,,,
6342,11,R4140,R3,NT,NT,1,None,0,2.52677,0,,,,
6343,11,R4140,R3,NT,NT,1,None,2.535445,4.912248,2.385478,,,,
6344,11,R4140,R3,TT,TT,1,left,4.920415,6.596569,4.069799,,,,
6345,11,R4140,R3,NT,NT,1,None,9.014926,11.541962,0,,,,
6346,11,R4140,R3,NT,NT,1,None,11.550029,13.968572,2.42661,,,,
6347,11,R4140,R3,TT,TT,1,right,13.976713,15.594522,4.05256,,,,
6348,11,R4140,R3,NT,NT,1,None,18.062885,20.439675,0,,,,
6349,11,R4140,R3,NT,NT,1,None,20.447862,23.116618,2.676943,,,,
6350,11,R4140,R3,MWQ,Focus,1,3,23.124733,24.600411,,-0.114,-2.265,0.383,-0.854
6363,11,R4140,R3,NT,NT,1,None,89.562503,92.088939,0,,,,
6364,11,R4140,R3,NT,NT,1,None,92.097558,94.816364,2.727425,,,,
6365,11,R4140,R3,NT,NT,1,None,94.824464,97.243045,5.154106,,,,
6366,11,R4140,R3,MWQ,Focus,1,2,97.251083,98.877307,,-1.802,-0.059,-1.145,-0.208
6379,11,R4140,R3,NT,NT,1,None,163.847339,166.624043,0,,,,
6380,11,R4140,R3,NT,NT,1,None,166.632597,169.101163,2.47712,,,,
6381,11,R4140,R3,NT,NT,1,None,169.109308,171.92822,5.304177,,,,
6382,11,R4140,R3,NT,NT,1,None,171.936316,174.463216,7.839173,,,,
6383,11,R4140,R3,TT,TT,1,right,174.471334,176.189237,9.565194,,,,
6384,11,R4140,R3,NT,NT,1,None,178.657603,181.076115,0,,,,
6385,11,R4140,R3,NT,NT,1,None,181.084283,183.861473,2.785358,,,,
6386,11,R4140,R3,NT,NT,1,None,183.869531,186.388152,5.312037,,,,
6387,11,R4140,R3,TT,TT,1,right,186.396314,187.914029,6.837914,,,,
6388,11,R4140,R3,NT,NT,1,None,190.232325,193.009456,0,,,,
6389,11,R4140,R3,NT,NT,1,None,193.017555,195.43604,2.426584,,,,
6390,11,R4140,R3,TT,TT,1,right,195.444244,196.861908,3.852452,,,,
6391,11,R4140,R3,NT,NT,1,None,199.280284,201.948943,0,,,,
6392,11,R4140,R3,NT,NT,1,None,201.957116,204.48403,2.535087,,,,
6542,11,R4140,R4,NT,NT,1,None,199.613725,202.040126,0,,,,
6543,11,R4140,R4,NT,NT,1,None,202.048686,204.617404,2.577278,,,,
6544,11,R4140,R4,NT,NT,1,None,204.625526,206.943959,4.903833,,,,
6545,11,R4140,R4,NT,NT,1,None,206.952133,209.821039,7.780913,,,,
6546,11,R4140,R4,MWQ,Focus,1,2,209.829134,211.455287,,-0.735,-0.971,-0.106,-2.435
6559,11,R4140,R4,NT,NT,1,None,276.417019,279.093682,0,,,,
6560,11,R4140,R4,NT,NT,1,None,279.102178,281.629221,2.535539,,,,
6561,11,R4140,R4,NT,NT,1,None,281.637282,284.314423,5.220741,,,,
6562,11,R4140,R4,NT,NT,1,None,284.322493,286.640913,7.547231,,,,
6563,11,R4140,R4,MWQ,Focus,1,4,286.649093,288.216847,,1.712,-1.722,0.613,-0.163
6576,11,R4140,R4,NT,NT,1,None,353.186876,355.765305,0,,,,
6577,11,R4140,R4,NT,NT,1,None,355.772039,358.248915,2.48361,,,,
6578,11,R4140,R4,TT,TT,1,left,358.257047,359.924915,4.15961,,,,
6579,11,R4140,R4,NT,NT,1,None,362.243185,364.720068,0,,,,
6580,11,R4140,R4,NT,NT,1,None,364.728202,367.205101,2.485033,,,,
6581,11,R4140,R4,MWQ,Focus,1,2,367.213288,368.539249,,0.082,-2.33,0.241,-0.462
6594,11,R4140,R4,NT,NT,1,None,433.500978,436.027439,0,,,,
6595,11,R4140,R4,NT,NT,1,None,436.035796,438.763179,2.73574,,,,
6596,11,R4140,R4,NT,NT,1,None,438.771309,441.548442,5.521003,,,,
6597,11,R4140,R4,NT,NT,1,None,441.556538,444.233659,8.20622,,,,
6598,11,R4140,R4,MWQ,Focus,1,4,444.241752,445.709422,,-0.437,0.257,0.178,-1.213
6611,11,R4140,R4,NT,NT,1,None,510.671189,513.247738,0,,,,
6612,11,R4140,R4,NT,NT,1,None,513.256274,515.983397,2.735659,,,,
6613,11,R4140,R4,NT,NT,1,None,515.991505,518.610253,5.362515,,,,
6614,11,R4140,R4,TT,TT,1,right,518.61833,520.035984,6.788246,,,,
6615,11,R4140,R4,NT,NT,1,None,522.25422,524.981369,0,,,,
6616,11,R4140,R4,NT,NT,1,None,524.989397,527.616416,2.635047,,,,
6617,11,R4140,R4,TT,TT,1,left,527.624603,529.142302,4.160933,,,,
6618,11,R4140,R4,NT,NT,1,None,531.660709,534.129273,0,,,,
6619,11,R4140,R4,NT,NT,1,None,534.137415,536.906267,2.776994,,,,
6620,11,R4140,R4,TT,TT,1,left,536.914349,538.281987,4.152714,,,,
6621,11,R4140,R4,NT,NT,1,None,540.750351,543.327387,0,,,,
6695,13,R4302,R1,NT,NT,1,None,206.168189,208.794861,0,,,,
6696,13,R4302,R1,NT,NT,1,None,208.803351,211.271869,2.477008,,,,
6697,13,R4302,R1,TT,TT,1,left,211.280045,212.597651,3.80279,,,,
6698,13,R4302,R1,NT,NT,1,None,215.015999,217.234374,0,,,,
6699,13,R4302,R1,NT,NT,1,None,217.242507,219.569352,2.334978,,,,
6700,13,R4302,R1,TT,TT,1,left,219.577432,221.295352,4.060978,,,,
6701,13,R4302,R1,NT,NT,1,None,223.41348,225.731917,0,,,,
6702,13,R4302,R1,NT,NT,1,None,225.740092,228.208617,2.4767,,,,
6703,13,R4302,R1,NT,NT,1,None,228.216789,230.843836,5.111919,,,,
6704,13,R4302,R1,MWQ,Focus,1,4,230.851923,232.428091,,0.48,-0.334,-2.03,1.788
6717,13,R4302,R1,NT,NT,1,None,297.364744,300.191495,0,,,,
6718,13,R4302,R1,NT,NT,1,None,300.200042,302.818778,2.627283,,,,
6719,13,R4302,R1,NT,NT,1,None,302.82689,305.395582,5.204087,,,,
6720,13,R4302,R1,NT,NT,1,None,305.403648,307.672065,7.48057,,,,
6721,13,R4302,R1,TT,TT,1,left,307.680207,309.256328,9.064833,,,,
6722,13,R4302,R1,NT,NT,1,None,311.624622,314.81911,0,,,,
6723,13,R4302,R1,NT,NT,1,None,314.82687,317.212032,2.392922,,,,
6724,13,R4302,R1,MWQ,Focus,1,3,317.220164,318.896363,,-0.788,-0.043,0.911,-0.82
6737,13,R4302,R1,NT,NT,1,None,383.858057,386.484686,0,,,,
6738,13,R4302,R1,NT,NT,1,None,386.493103,388.961832,2.477146,,,,
6739,13,R4302,R1,NT,NT,1,None,388.969943,391.747085,5.262399,,,,
6740,13,R4302,R1,TT,TT,1,right,391.755181,393.122795,6.638109,,,,
6741,13,R4302,R1,NT,NT,1,None,395.491119,398.109784,0,,,,
6742,13,R4302,R1,NT,NT,1,None,398.117899,401.829472,3.719688,,,,
6743,13,R4302,R1,MWQ,Focus,1,2,401.837156,403.454966,,-0.736,-0.521,0.741,0.49
6756,13,R4302,R1,NT,NT,1,None,468.391581,470.667936,0,,,,
6757,13,R4302,R1,NT,NT,1,None,470.676552,472.994985,2.327049,,,,
6758,13,R4302,R1,MWQ,Focus,1,1,473.003161,474.520851,,-0.988,0.739,-0.723,-0.532
6771,13,R4302,R1,NT,NT,1,None,539.474419,542.192717,0,,,,
6772,13,R4302,R1,NT,NT,1,None,542.201257,544.878428,2.685711,,,,
6870,13,R4302,R2,NT,NT,1,None,339.828049,342.913435,0,,,,
6871,13,R4302,R2,NT,NT,1,None,342.921836,345.690645,2.77721,,,,
6872,13,R4302,R2,MWQ,Focus,1,4,345.698754,347.316479,,1.373,-1.214,-0.169,0.621
6885,13,R4302,R2,NT,NT,1,None,412.269887,414.446185,0,,,,
6886,13,R4302,R2,NT,NT,1,None,414.454769,417.323706,2.877521,,,,
6887,13,R4302,R2,NT,NT,1,None,417.331757,419.500083,5.053898,,,,
6888,13,R4302,R2,NT,NT,1,None,419.50827,421.626639,7.180454,,,,
6889,13,R4302,R2,TT,TT,1,right,421.634742,423.302594,8.856409,,,,
6890,13,R4302,R2,NT,NT,1,None,425.520784,428.047727,0,,,,
6891,13,R4302,R2,NT,NT,1,None,428.055875,430.374308,2.326581,,,,
6892,13,R4302,R2,NT,NT,1,None,430.382477,433.201362,5.153635,,,,
6893,13,R4302,R2,TT,TT,1,right,433.209463,434.777141,6.729414,,,,
6894,13,R4302,R2,NT,NT,1,None,437.145573,439.872705,0,,,,
6895,13,R4302,R2,NT,NT,1,None,439.88075,442.549545,2.67684,,,,
6896,13,R4302,R2,NT,NT,1,None,442.55761,445.126258,5.253553,,,,
6897,13,R4302,R2,NT,NT,1,None,445.134393,447.761452,7.888747,,,,
6898,13,R4302,R2,TT,TT,1,right,447.769555,449.487418,9.614713,,,,
6899,13,R4302,R2,NT,NT,1,None,451.605556,454.274259,0,,,,
6900,13,R4302,R2,NT,NT,1,None,454.282391,456.709283,2.435024,,,,
6901,13,R4302,R2,TT,TT,1,right,456.717359,458.335224,4.060965,,,,
6902,13,R4302,R2,NT,NT,1,None,460.503369,463.080418,0,,,,
6903,13,R4302,R2,NT,NT,1,None,463.088509,465.915748,2.83533,,,,
6904,13,R4302,R2,MWQ,Focus,1,3,465.923819,467.441561,,-0.08,-0.426,-0.09,0.845
6917,13,R4302,R2,NT,NT,1,None,532.39498,535.221677,0,,,,
6918,13,R4302,R2,NT,NT,1,None,535.230217,537.757133,2.535456,,,,
6919,13,R4302,R2,TT,TT,1,right,537.765249,539.441489,4.219812,,,,
6920,13,R4302,R2,NT,NT,1,None,541.709715,544.278428,0,,,,
6921,13,R4302,R2,NT,NT,1,None,544.286503,546.855213,2.576785,,,,
6922,13,R4302,R2,TT,TT,1,right,546.863295,548.239242,3.960814,,,,
6923,13,R4302,R2,NT,NT,1,None,550.507499,553.176189,0,,,,
6946,13,R4302,R3,NT,NT,1,None,0,2.777156,0,,,,
6947,13,R4302,R3,NT,NT,1,None,2.7856,5.254128,2.476972,,,,
6948,13,R4302,R3,MWQ,Focus,1,2,5.262281,6.888432,,-1.211,0.353,0.233,1.052
6961,13,R4302,R3,NT,NT,1,None,71.858449,74.234795,0,,,,
6962,13,R4302,R3,NT,NT,1,None,74.243352,76.470133,2.235338,,,,
6963,13,R4302,R3,TT,TT,1,right,76.478288,77.996024,3.761229,,,,
6964,13,R4302,R3,NT,NT,1,None,80.514457,83.341705,0,,,,
6965,13,R4302,R3,NT,NT,1,None,83.349748,85.818299,2.476594,,,,
6966,13,R4302,R3,MWQ,Focus,1,3,85.826451,87.544321,,-0.825,0.797,0.084,0.238
6979,13,R4302,R3,NT,NT,1,None,152.505995,154.882377,0,,,,
6980,13,R4302,R3,NT,NT,1,None,154.89097,157.409522,2.527145,,,,
6981,13,R4302,R3,NT,NT,1,None,157.417712,160.144833,5.262456,,,,
6982,13,R4302,R3,MWQ,Focus,1,1,160.152938,161.528925,,-2.549,0.689,-0.227,0.615
6995,13,R4302,R3,NT,NT,1,None,226.498911,229.02549,0,,,,
6996,13,R4302,R3,NT,NT,1,None,229.033967,231.352377,2.326887,,,,
6997,13,R4302,R3,TT,TT,1,left,231.360596,232.728196,3.702706,,,,
6998,13,R4302,R3,NT,NT,1,None,235.14661,237.773606,0,,,,
6999,13,R4302,R3,NT,NT,1,None,237.78173,240.659045,2.885439,,,,
7000,13,R4302,R3,MWQ,Focus,1,2,240.667017,242.284864,,-1.867,0.9,-1.046,0.836
7013,13,R4302,R3,NT,NT,1,None,307.246575,309.623029,0,,,,
7014,13,R4302,R3,NT,NT,1,None,309.631621,312.400432,2.777403,,,,
7015,13,R4302,R3,NT,NT,1,None,312.40853,315.235755,5.612726,,,,
7016,13,R4302,R3,TT,TT,1,left,315.24383,316.970015,7.346986,,,,
7017,13,R4302,R3,NT,NT,1,None,319.1382,321.565137,0,,,,
7097,13,R4302,R4,NT,NT,1,None,0,2.777034,0,,,,
7098,13,R4302,R4,NT,NT,1,None,2.785533,5.254023,2.476989,,,,
7099,13,R4302,R4,TT,TT,1,left,5.262214,6.779956,4.002922,,,,
7100,13,R4302,R4,NT,NT,1,None,9.298366,12.117214,0,,,,
7101,13,R4302,R4,NT,NT,1,None,12.125331,14.994228,2.877014,,,,
7102,13,R4302,R4,NT,NT,1,None,15.002326,17.470912,5.353698,,,,
7103,13,R4302,R4,TT,TT,1,right,17.479041,19.155201,7.037987,,,,
7104,13,R4302,R4,NT,NT,1,None,21.423471,24.100475,0,,,,
7105,13,R4302,R4,NT,NT,1,None,24.108687,27.027595,2.92712,,,,
7106,13,R4302,R4,NT,NT,1,None,27.035608,29.854528,5.754053,,,,
7107,13,R4302,R4,TT,TT,1,left,29.862634,31.388717,7.288242,,,,
7108,13,R4302,R4,NT,NT,1,None,33.757015,36.275616,0,,,,
7109,13,R4302,R4,NT,NT,1,None,36.283768,38.952456,2.67684,,,,
7110,13,R4302,R4,NT,NT,1,None,38.960533,41.737776,5.46216,,,,
7111,13,R4302,R4,TT,TT,1,left,41.745879,43.463738,7.188122,,,,
7112,13,R4302,R4,NT,NT,1,None,45.731986,48.258918,0,,,,
7113,13,R4302,R4,NT,NT,1,None,48.267057,50.844124,2.585206,,,,
7114,13,R4302,R4,MWQ,Focus,1,2,50.852134,52.528069,,-0.246,0.112,-1.107,1.413
7127,13,R4302,R4,NT,NT,1,None,117.490076,120.216084,0,,,,
7128,13,R4302,R4,NT,NT,1,None,120.22533,122.743858,2.527774,,,,
7129,13,R4302,R4,MWQ,Focus,1,3,122.752065,124.219704,,0.4,-0.528,-0.783,0.501
7142,13,R4302,R4,NT,NT,1,None,189.181526,192.108329,0,,,,
7143,13,R4302,R4,NT,NT,1,None,192.116884,194.493771,2.385442,,,,
7144,13,R4302,R4,TT,TT,1,right,194.501852,195.877844,3.769515,,,,
7145,13,R4302,R4,NT,NT,1,None,198.095965,200.614632,0,,,,
7324,14,R4275,R1,NT,NT,1,None,333.406465,335.732835,0,,,,
7325,14,R4275,R1,NT,NT,1,None,335.741436,338.418575,2.68574,,,,
7326,14,R4275,R1,TT,TT,1,right,338.426642,340.052777,4.319942,,,,
7327,14,R4275,R1,NT,NT,1,None,342.321038,344.939786,0,,,,
7328,14,R4275,R1,NT,NT,1,None,344.947847,347.624933,2.685147,,,,
7329,14,R4275,R1,NT,NT,1,None,347.633036,350.310153,5.370367,,,,
7330,14,R4275,R1,NT,NT,1,None,350.318229,353.187077,8.247291,,,,
7331,14,R4275,R1,TT,TT,1,left,353.195232,354.871388,9.931602,,,,
7332,14,R4275,R1,NT,NT,1,None,357.139633,359.9669,0,,,,
7333,14,R4275,R1,NT,NT,1,None,359.974923,362.752096,2.785196,,,,
7334,14,R4275,R1,TT,TT,1,left,362.760172,364.428009,4.461109,,,,
7335,14,R4275,R1,NT,NT,1,None,366.846366,369.414995,0,,,,
7336,14,R4275,R1,NT,NT,1,None,369.423169,371.841639,2.426644,,,,
7337,14,R4275,R1,TT,TT,1,right,371.849747,373.367544,3.952549,,,,
7338,14,R4275,R1,NT,NT,1,None,375.485632,377.704023,0,,,,
7339,14,R4275,R1,NT,NT,1,None,377.712204,380.230881,2.526858,,,,
7340,14,R4275,R1,TT,TT,1,right,380.239004,381.614928,3.910905,,,,
7341,14,R4275,R1,NT,NT,1,None,383.833158,386.301709,0,,,,
7342,14,R4275,R1,NT,NT,1,None,386.309842,388.728398,2.426689,,,,
7343,14,R4275,R1,NT,NT,1,None,388.736514,391.305149,5.00344,,,,
7344,14,R4275,R1,MWQ,Focus,1,4,391.313303,393.031183,,1.147,1.761,-1.356,1.565
7357,14,R4275,R1,NT,NT,1,None,457.992899,460.469327,0,,,,
7358,14,R4275,R1,NT,NT,1,None,460.477922,462.904859,2.435532,,,,
7359,14,R4275,R1,MWQ,Focus,1,3,462.912966,464.639162,,0.479,0.408,-2.363,0.847
7372,14,R4275,R1,NT,NT,1,None,529.600861,531.877184,0,,,,
7373,14,R4275,R1,NT,NT,1,None,531.885712,534.45448,2.577296,,,,
7374,14,R4275,R1,TT,TT,1,left,534.462574,536.080296,4.203112,,,,
7375,14,R4275,R1,NT,NT,1,None,538.548739,540.917219,0,,,,
7376,14,R4275,R1,NT,NT,1,None,540.925344,543.494037,2.576818,,,,
7399,14,R4275,R2,NT,NT,1,None,0,2.527001,0,,,,
7400,14,R4275,R2,NT,NT,1,None,2.535458,5.154118,2.627117,,,,
7401,14,R4275,R2,NT,NT,1,None,5.16227,7.489092,4.962091,,,,
7402,14,R4275,R2,TT,TT,1,right,7.497218,9.073339,6.546338,,,,
7403,14,R4275,R2,NT,NT,1,None,11.591744,14.168763,0,,,,
7404,14,R4275,R2,NT,NT,1,None,14.176874,16.803862,2.635099,,,,
7405,14,R4275,R2,MWQ,Focus,1,4,16.811997,18.387737,,1.758,0.708,0.108,1.732
7418,14,R4275,R2,NT,NT,1,None,83.35824,85.784759,0,,,,
7419,14,R4275,R2,NT,NT,1,None,85.793205,88.111569,2.32681,,,,
7420,14,R4275,R2,MWQ,Focus,1,3,88.119811,89.495778,,0.247,0.367,-0.792,-0.124
7433,14,R4275,R2,NT,NT,1,None,154.449175,157.025706,0,,,,
7434,14,R4275,R2,NT,NT,1,None,157.034263,159.511128,2.485422,,,,
7435,14,R4275,R2,NT,NT,1,None,159.519334,161.937781,4.912075,,,,
7436,14,R4275,R2,NT,NT,1,None,161.946002,164.664791,7.639085,,,,
7437,14,R4275,R2,TT,TT,1,left,164.67291,166.299076,9.27337,,,,
7438,14,R4275,R2,NT,NT,1,None,168.817486,171.486203,0,,,,
7439,14,R4275,R2,NT,NT,1,None,171.494301,174.021236,2.535033,,,,
7440,14,R4275,R2,MWQ,Focus,1,4,174.029392,175.705589,,1.752,0.72,-1.136,0.782
7453,14,R4275,R2,NT,NT,1,None,240.667316,243.343943,0,,,,
7454,14,R4275,R2,NT,NT,1,None,243.352518,245.92116,2.577217,,,,
7455,14,R4275,R2,TT,TT,1,right,245.929184,247.246789,3.902846,,,,
7456,14,R4275,R2,NT,NT,1,None,249.71527,252.333891,0,,,,
7457,14,R4275,R2,NT,NT,1,None,252.341975,254.969167,2.635276,,,,
7458,14,R4275,R2,TT,TT,1,right,254.977225,256.344833,4.010942,,,,
7459,14,R4275,R2,NT,NT,1,None,258.663115,261.190129,0,,,,
7550,14,R4275,R3,NT,NT,1,None,0,2.476917,0,,,,
7551,14,R4275,R3,NT,NT,1,None,2.485394,4.903928,2.427011,,,,
7552,14,R4275,R3,NT,NT,1,None,4.912072,7.530782,5.053865,,,,
7553,14,R4275,R3,MWQ,Focus,1,4,7.538918,9.006247,,0.877,1.625,1.579,0.247
7566,14,R4275,R3,NT,NT,1,None,73.968359,76.594975,0,,,,
7567,14,R4275,R3,NT,NT,1,None,76.603469,79.272245,2.67727,,,,
7568,14,R4275,R3,TT,TT,1,right,79.280332,80.647938,4.052963,,,,
7569,14,R4275,R3,NT,NT,1,None,82.766005,85.484839,0,,,,
7570,14,R4275,R3,NT,NT,1,None,85.492967,88.16178,2.676941,,,,
7571,14,R4275,R3,TT,TT,1,left,88.169818,89.587478,4.102639,,,,
7572,14,R4275,R3,NT,NT,1,None,92.055878,94.833072,0,,,,
7573,14,R4275,R3,NT,NT,1,None,94.841098,97.418136,2.585064,,,,
7574,14,R4275,R3,TT,TT,1,left,97.426243,99.13591,4.302838,,,,
7575,14,R4275,R3,NT,NT,1,None,101.604128,104.4814,0,,,,
7576,14,R4275,R3,NT,NT,1,None,104.48947,107.208262,2.726862,,,,
7577,14,R4275,R3,NT,NT,1,None,107.216369,109.743294,5.261894,,,,
7578,14,R4275,R3,NT,NT,1,None,109.751435,112.628697,8.147297,,,,
7579,14,R4275,R3,MWQ,Focus,1,3,112.636795,114.254585,,-0.453,1.311,-1.006,0.778
7592,14,R4275,R3,NT,NT,1,None,179.216281,182.093152,0,,,,
7593,14,R4275,R3,NT,NT,1,None,182.101592,184.520188,2.427036,,,,
7594,14,R4275,R3,MWQ,Focus,1,3,184.528288,186.24609,,0.734,0.011,-0.539,0.798
7607,14,R4275,R3,NT,NT,1,None,251.199524,253.725948,0,,,,
7608,14,R4275,R3,NT,NT,1,None,253.734589,256.211497,2.485549,,,,
7609,14,R4275,R3,TT,TT,1,right,256.219653,257.845776,4.119828,,,,
7610,14,R4275,R3,NT,NT,1,None,260.314053,262.582594,0,,,,
7611,14,R4275,R3,NT,NT,1,None,262.590716,265.217878,2.635284,,,,
7750,14,R4275,R4,NT,NT,1,None,199.47194,201.898306,0,,,,
7751,14,R4275,R4,NT,NT,1,None,201.906945,204.475644,2.577338,,,,
7752,14,R4275,R4,NT,NT,1,None,204.483756,207.310943,5.412637,,,,
7753,14,R4275,R4,NT,NT,1,None,207.319023,209.637462,7.739156,,,,
7754,14,R4275,R4,TT,TT,1,left,209.645635,211.321797,9.423491,,,,
7755,14,R4275,R4,NT,NT,1,None,213.439974,216.117057,0,,,,
7756,14,R4275,R4,NT,NT,1,None,216.125124,218.401887,2.28483,,,,
7757,14,R4275,R4,TT,TT,1,right,218.410028,220.08623,3.969173,,,,
7758,14,R4275,R4,NT,NT,1,None,222.604633,225.123254,0,,,,
7759,14,R4275,R4,NT,NT,1,None,225.131418,227.399748,2.276494,,,,
7760,14,R4275,R4,NT,NT,1,None,227.407911,229.62636,4.503106,,,,
7761,14,R4275,R4,MWQ,Focus,1,3,229.634494,231.252218,,0.716,0.766,-1.388,1.134
7774,14,R4275,R4,NT,NT,1,None,296.222336,298.899024,0,,,,
7775,14,R4275,R4,NT,NT,1,None,298.907489,301.37612,2.477096,,,,
7776,14,R4275,R4,NT,NT,1,None,301.384243,304.211438,5.312414,,,,
7777,14,R4275,R4,MWQ,Focus,1,4,304.219476,305.687229,,0.379,0.382,-1.559,0.972
7790,14,R4275,R4,NT,NT,1,None,370.648958,373.325548,0,,,,
7791,14,R4275,R4,NT,NT,1,None,373.33409,376.002908,2.67736,,,,
7792,14,R4275,R4,NT,NT,1,None,376.011011,378.638068,5.31252,,,,
7793,14,R4275,R4,TT,TT,1,right,378.646145,380.222262,6.896714,,,,
7794,14,R4275,R4,NT,NT,1,None,382.690646,385.359332,0,,,,
7795,14,R4275,R4,NT,NT,1,None,385.367486,388.194694,2.835362,,,,
7796,14,R4275,R4,MWQ,Focus,1,4,388.202774,389.670474,,1.065,1.66,-0.331,1.725
7809,14,R4275,R4,NT,NT,1,None,454.632206,457.458931,0,,,,
7810,14,R4275,R4,NT,NT,1,None,457.467491,460.336333,2.877402,,,,
7811,14,R4275,R4,NT,NT,1,None,460.344481,462.612909,5.153978,,,,
7812,14,R4275,R4,MWQ,Focus,1,4,462.620998,464.347286,,0.668,-0.455,-1.237,2.279
7825,14,R4275,R4,NT,NT,1,None,529.308958,531.935565,0,,,,
7826,14,R4275,R4,NT,NT,1,None,531.944126,534.5212,2.585635,,,,
7827,14,R4275,R4,NT,NT,1,None,534.529272,536.947809,5.012244,,,,
7828,14,R4275,R4,TT,TT,1,right,536.955915,538.582057,6.646492,,,,
7829,14,R4275,R4,NT,NT,1,None,541.000435,543.377276,0,,,,
7852,16,R4307,R1,NT,NT,1,None,0,2.576963,0,,,,
7853,16,R4307,R1,NT,NT,1,None,2.585458,5.154092,2.577129,,,,
7854,16,R4307,R1,NT,NT,1,None,5.16215,7.489011,4.912048,,,,
7855,16,R4307,R1,TT,TT,1,left,7.497131,9.215035,6.638072,,,,
7856,16,R4307,R1,NT,NT,1,None,11.733451,14.051839,0,,,,
7857,16,R4307,R1,NT,NT,1,None,14.060045,16.578682,2.526843,,,,
7858,16,R4307,R1,NT,NT,1,None,16.586816,19.255569,5.20373,,,,
7859,16,R4307,R1,TT,TT,1,left,19.263651,20.981534,6.929695,,,,
7860,16,R4307,R1,NT,NT,1,None,23.399875,25.818403,0,,,,
7861,16,R4307,R1,NT,NT,1,None,25.82655,28.445207,2.626804,,,,
7862,16,R4307,R1,NT,NT,1,None,28.453394,31.272254,5.453851,,,,
7863,16,R4307,R1,TT,TT,1,left,31.280338,32.998171,7.179768,,,,
7864,16,R4307,R1,NT,NT,1,None,35.116366,37.643222,0,,,,
7865,16,R4307,R1,NT,NT,1,None,37.651407,40.470285,2.827063,,,,
7866,16,R4307,R1,NT,NT,1,None,40.478348,42.696727,5.053505,,,,
7867,16,R4307,R1,MWQ,Focus,1,3,42.704915,44.280702,,0.658,-0.411,-0.239,-0.512
7880,16,R4307,R1,NT,NT,1,None,109.242783,111.719348,0,,,,
7881,16,R4307,R1,NT,NT,1,None,111.727792,114.546645,2.827297,,,,
7882,16,R4307,R1,TT,TT,1,left,114.554758,116.022498,4.30315,,,,
7883,16,R4307,R1,NT,NT,1,None,118.540881,121.059438,0,,,,
7884,16,R4307,R1,NT,NT,1,None,121.067559,123.886465,2.827027,,,,
7885,16,R4307,R1,MWQ,Focus,1,2,123.894512,125.562353,,-0.192,0.119,0.962,-0.77
7898,16,R4307,R1,NT,NT,1,None,190.51576,192.892169,0,,,,
7899,16,R4307,R1,NT,NT,1,None,192.900736,195.277571,2.385402,,,,
7900,16,R4307,R1,TT,TT,1,right,195.285721,196.603317,3.711148,,,,
7901,16,R4307,R1,NT,NT,1,None,198.771487,201.448572,0,,,,
7902,16,R4307,R1,NT,NT,1,None,201.456274,204.283498,2.834926,,,,
8086,16,R4307,R2,NT,NT,1,None,382.140318,384.616795,0,,,,
8087,16,R4307,R2,NT,NT,1,None,384.625398,387.14399,2.527195,,,,
8088,16,R4307,R2,NT,NT,1,None,387.152119,389.620694,5.003899,,,,
8089,16,R4307,R2,NT,NT,1,None,389.628722,392.447672,7.830877,,,,
8090,16,R4307,R2,TT,TT,1,right,392.455803,394.08195,9.465155,,,,
8091,16,R4307,R2,NT,NT,1,None,396.600362,399.118956,0,,,,
8092,16,R4307,R2,NT,NT,1,None,399.127103,401.503928,2.384972,,,,
8093,16,R4307,R2,TT,TT,1,left,401.512072,403.029833,3.910877,,,,
8094,16,R4307,R2,NT,NT,1,None,405.498214,408.375432,0,,,,
8095,16,R4307,R2,NT,NT,1,None,408.383505,411.160712,2.78528,,,,
8096,16,R4307,R2,NT,NT,1,None,411.168794,413.795793,5.420361,,,,
8097,16,R4307,R2,MWQ,Focus,1,1,413.803932,415.37171,,-1.746,0.705,1.626,0.575
8110,16,R4307,R2,NT,NT,1,None,480.333455,482.910051,0,,,,
8111,16,R4307,R2,NT,NT,1,None,482.91854,485.587216,2.677165,,,,
8112,16,R4307,R2,NT,NT,1,None,485.595402,487.922163,5.012112,,,,
8113,16,R4307,R2,NT,NT,1,None,487.930338,490.64913,7.739079,,,,
8114,16,R4307,R2,TT,TT,1,left,490.657256,492.133259,9.223208,,,,
8115,16,R4307,R2,NT,NT,1,None,494.50161,496.920086,0,,,,
8116,16,R4307,R2,NT,NT,1,None,496.928212,499.346694,2.426608,,,,
8117,16,R4307,R2,NT,NT,1,None,499.354896,502.073663,5.153577,,,,
8118,16,R4307,R2,TT,TT,1,right,502.081867,503.707967,6.787881,,,,
8119,16,R4307,R2,NT,NT,1,None,506.126307,508.845139,0,,,,
8120,16,R4307,R2,NT,NT,1,None,508.853227,511.171556,2.326417,,,,
